"","","","par1","par2","par3"
"cv",1,107.55175329677,-2.0928764274421,-1.02719216212097,-3.01391666069361
"cv",2,75.6318095267287,-2.39765676252116,-1.22994904692711,-2.56419447188597
"cv",3,151.993255963619,4.06683956673906,-4.9999954114696,-2.0942849702367
"cv",4,64.1652943785655,-2.94166590788981,-1.32003877574427,-2.39500882723605
"cv",5,142.162849194143,4.02241130619249,-4.99726572790546,-2.06003826704856
"cv",6,56.4809309171315,-2.31861614369253,-1.41448749512761,-2.21257836757994
"cv",7,113.109076341063,-4.23393041927564,-1.38680289755321,-2.5459905708307
"cv",8,107.81591736767,-4.52456660983855,-1.39563552959058,-2.49621029789858
