"","X","X.1","X.2","par1","par2","par3","id","r2"
"1","cv",1,99.7167739719472,0.210604528696186,-3.0484563820408,-1.94386684516581,1,0.040927364648174
"2","cv",2,91.2902962589409,0.198425154944279,2.29648929351592,-1.97239857014809,1,0.121972948706278
"3","cv",3,92.5782928567415,0.232896299390805,-3.75648245901988,-1.93543809663549,1,0.109585040010753
"4","cv",4,86.0647091539196,0.192490581558638,1.75215664878402,-1.95239428105389,1,0.172232472720595
"5","cv",5,91.3618192507689,0.22366084605272,1.87096164837326,-1.93532300864768,1,0.121285042935479
"6","cv",6,87.5800781726081,0.205937936867739,-1.46642817029046,-1.94105817056829,1,0.15765770359807
"7","cv",7,90.9924841556246,0.227446814618105,-1.17855325593999,-1.9894648375159,1,0.124837295670085
"8","cv",8,97.0853857303442,0.230872461203179,-4.13088694808794,-1.98700496978979,1,0.0662359697602686
"9","cv",1,93.2037599922338,0.463509626738835,0.329589162188988,-1.67439216686623,2,0.103569317779994
"10","cv",2,99.5305002228194,0.486723944332909,4.6720728621505,-1.68910275722595,2,0.0427189394089372
"11","cv",3,88.0491390790984,0.52204636881152,2.04114936059341,-1.62113706732054,2,0.153146291306947
"12","cv",4,91.2610499949096,0.479922216803367,-0.571985115545442,-1.6706541327919,2,0.122254238306828
"13","cv",5,96.0541451220532,0.456503929046859,4.53124264039789,-1.69722654552796,2,0.0761544078372335
"14","cv",6,99.011507918365,0.521462901672141,4.49108708638815,-1.72500357027134,2,0.0477105902349099
"15","cv",7,105.841485495124,0.476367609140218,-1.18729316425599,-1.77726644372584,2,-0.0179799082942438
"16","cv",8,97.5775682048254,0.485198149964386,-3.21551849431288,-1.64765618768354,2,0.0615021749926253
"17","cv",1,103.856602375864,0.281189893838426,1.22447551794737,-0.926569660351984,3,0.00111063192509375
"18","cv",2,103.039851578771,0.401567603247682,-4.37496523958904,-0.743420246159994,3,0.00896611408914827
"19","cv",3,104.596167114304,0.37720866250917,-0.0575463134493738,-0.888601547531176,3,-0.00600247727866443
"20","cv",4,108.553745690953,0.582545498906394,1.654354021373,-0.905484391425543,3,-0.0440663371883971
"21","cv",5,103.24803951383,0.496402074459973,-3.38179303798359,-0.672878772726701,3,0.00696376941259813
"22","cv",6,104.487835527265,3.96201404787252,-0.991131652988977,-1.15828460724876,3,-0.00496054765604592
"23","cv",7,103.957849520597,0.318875028197402,1.27185498276299,-0.932650433279183,3,0.000136840234357338
"24","cv",8,102.627226684311,3.94164820648034,-0.957688419603341,-0.998829849402693,3,0.0129347266823802
"25","cv",1,105.752642086696,0.319477675981398,-0.87958112608106,-1.65020834781885,4,-0.017125415329212
"26","cv",2,103.678112587306,0.317625029079021,0.248780889238928,-1.57433345135957,4,0.00282734081044
"27","cv",3,97.3501769834384,0.39173292675813,3.06948267592424,-1.53140662396679,4,0.0636892162422034
"28","cv",4,98.3021036419079,0.305985484661097,1.90220590448007,-1.60231541573069,4,0.0545336171124436
"29","cv",5,97.1570171663756,0.335698452622573,-0.515083249658721,-1.56989381029639,4,0.0655470209767069
"30","cv",6,95.9874032494381,0.308819854506898,-2.74831415773434,-1.55033057081648,4,0.0767963289615098
"31","cv",7,94.5348542812211,0.306807229606175,-1.20821887875553,-1.53997513993361,4,0.0907668969154768
"32","cv",8,93.7316524842953,0.313228068192821,2.91816927442093,-1.53775856448594,4,0.0984920652438632
"33","cv",1,100.30484985676,0.301103515114706,2.31383619830012,-1.57909110667278,5,0.0352712702302685
