"","X","X.1","X.2","par1","par2","par3","id","r2"
"1","cv",1,103.826128862624,1.88553159750452,4.03178748767823,-2.9652676403475,1,0.00140372516795917
"2","cv",2,101.248375543486,1.77014291717402,1.3051867702899,-2.77892060012419,1,0.0261964713689955
"3","cv",3,103.001413423839,2.05813052486818,-4.840717529065,-3.21754578666497,1,0.00933581099249048
"4","cv",4,102.706519343951,1.74815190949541,-3.88949821556905,-2.81569571085367,1,0.0121720925034366
"5","cv",5,100.350412715869,1.73601216148542,-4.2177555244416,-2.71029316362297,1,0.0348330481577001
"6","cv",6,100.861336840519,3.00619011299176,4.14167610887491,-4.9999932311132,1,0.0299189968183461
"7","cv",7,98.3235606882034,2.06078116882202,1.14544344134629,-3.19036416028859,1,0.0543272439505594
"8","cv",8,104.709971445571,1.67079966102141,-2.28200072167728,-2.71630793450921,1,-0.00709704357433494
"9","cv",1,103.956853494822,4.9999999998749,-3.66009006742388,-4.99999982801636,2,0.000146419977331891
"10","cv",2,103.947711614686,4.99999998444087,-4.71469011390582,-4.99999998488298,2,0.000234346278242703
"11","cv",3,103.949094448738,4.9999999994113,-2.70181499339394,-4.99999998387367,2,0.000221046226048127
"12","cv",4,103.959816639419,4.99999999550944,-2.2450165823102,-4.99999993526701,2,0.000117920550561701
"13","cv",5,103.950230843108,4.99999999260444,0.902125773794045,-4.99999998254787,2,0.000210116422567408
"14","cv",6,103.951702279709,4.99999998567915,1.68859291260526,-4.99999989803694,2,0.00019596419398582
"15","cv",7,103.95566598849,4.99999999844326,0.0686333369829448,-4.99999995448703,2,0.000157841373973344
"16","cv",8,103.962899925108,4.99999997051783,1.55944806010236,-4.99999999869307,2,8.8265610740601e-05
"17","cv",1,104.692219978597,3.22480874790042,-1.25369013961192,-4.99999997897583,3,-0.00692631055185577
"18","cv",2,103.909348270287,3.45262440060838,0.224310987888793,-4.99999999954278,3,0.00060332365635174
"19","cv",3,104.346503130477,3.29374210637466,-4.63907212557128,-4.99999999905097,3,-0.00360121733629248
"20","cv",4,104.574249571413,3.24359115686181,-0.654085431302848,-4.99999999944684,3,-0.00579167507574896
"21","cv",5,104.161531935783,3.34636270967315,0.234899683906479,-4.9999999999385,3,-0.00182217050101019
"22","cv",6,103.789828277849,4.06816417647687,3.18595701216029,-4.99999999998342,3,0.00175286299220101
"23","cv",7,104.415158220898,3.2606811397975,-0.474251634043253,-4.99999998781948,3,-0.00426153972617338
"24","cv",8,103.893926903899,4.99999999612593,-1.67332788243842,-4.99999995076291,3,0.000751645848429683
"25","cv",1,103.952578783413,4.99999997211329,0.337371013592929,-4.99999997270804,4,0.000187534010338553
"26","cv",2,103.957360917205,4.99999999223838,-3.06750311470929,-4.99999988635201,4,0.000141539605628016
"27","cv",3,103.95724072795,4.99999997430169,-1.84067724819155,-4.99999992494179,4,0.000142695581909047
"28","cv",4,103.96332253352,4.99999999152411,-4.69005240593106,-4.99999999500397,4,8.42009770057883e-05
"29","cv",5,103.951597782989,4.99999991598146,-3.05235196393233,-4.99999987638028,4,0.000196969239984024
"30","cv",6,103.956475412076,4.99999999068148,1.88389082514812,-4.99999997950835,4,0.000150056364683238
"31","cv",7,103.962865008853,4.99999999186212,1.63981575151712,-4.99999994841831,4,8.86014341269226e-05
"32","cv",8,103.961621331256,4.99999999769667,-0.0835149316117167,-4.99999997773764,4,0.000100563084137972
"33","cv",1,103.936036248043,4.99999999733263,-3.85045738421986,-4.99999997542805,5,0.000346639568618801
"34","cv",2,103.960193518167,4.99999998356828,-2.78675139508883,-4.99999999158809,5,0.000114295743223303
"35","cv",3,103.961068491997,4.9999999859137,0.652086811605841,-4.99999999524157,5,0.00010588027385372
"36","cv",4,103.950187971033,4.99999998614299,0.0958767725536205,-4.99999995054359,5,0.000210528764767348
"37","cv",5,103.958354415299,4.99999998671686,-4.20272275195643,-4.99999999045981,5,0.000131984173805666
"38","cv",6,103.945427655089,4.99999989413541,-3.37858710050386,-4.99999999235174,5,0.000256313326137181
"39","cv",7,103.943392364909,4.99999995267518,-2.75103403776868,-4.99999997859783,5,0.000275888679800218
"40","cv",8,103.943295056033,4.99999998095599,3.86491184073991,-4.99999995210477,5,0.000276824593352543
"41","cv",1,103.957769828439,4.99999995895555,0.146138432901353,-4.99999994543116,6,0.000137606710898353
"42","cv",2,103.963276738664,4.99999999719892,-2.91409432430155,-4.99999984307398,6,8.46414304167542e-05
"43","cv",3,103.941347574465,4.99999997422445,-1.16111183036405,-4.99999958793833,6,0.000295555406688353
"44","cv",4,103.949320080553,4.99999995174935,-4.79926946107298,-4.9999998790701,6,0.000218876106711008
"45","cv",5,103.95689423264,4.99999999066772,-3.57109959468745,-4.99999985470943,6,0.000146028162345213
"46","cv",6,103.95015141991,4.9999999975489,-2.24047625282875,-4.99999991504735,6,0.00021088031226002
"47","cv",7,103.953300425248,4.99999998758407,-3.63288421882316,-4.99999997150916,6,0.000180593283027553
"48","cv",8,103.956330899333,4.99999995998579,-3.03893931445267,-4.9999999492676,6,0.000151446283467749
"49","cv",1,44.1045959721961,1.62554846028435,-2.72343147567711,-3.28895893397771,7,0.575803454070009
"50","cv",2,59.973460611694,1.51017077454469,-3.26908419363658,-3.17051631056564,7,0.42317723860373
"51","cv",3,47.7017901685811,1.61340915908317,0.989336718339473,-3.25864467522727,7,0.541205759215081
"52","cv",4,81.1128923999902,1.47721127207595,2.39910591274979,-3.16511115902552,7,0.21985888254916
"53","cv",5,78.7792945614234,2.6129578238411,0.353367960592197,-4.9999875032303,7,0.242303349410024
"54","cv",6,42.0901498872128,1.77853776825477,2.34788563224848,-3.50673188100062,7,0.595178329916299
"55","cv",7,61.9634477777525,1.6436099352085,-0.683573127410658,-3.2865560650655,7,0.404037607831028
"56","cv",8,7.92828247630035,1.65434646695323,-1.13555408422838,-3.2943154125085,7,0.923746041257831
"57","cv",1,103.95996013382,4.99999999670693,-2.85555790052735,-4.99999996596899,8,0.000116540426156941
"58","cv",2,103.940950732066,4.9999999674364,-2.44653075400757,-4.9999999614007,8,0.000299372223762084
"59","cv",3,103.943710950109,4.99999997331083,3.22922491281611,-4.99999998955086,8,0.000272824537879357
"60","cv",4,103.950631259941,4.99999993442274,-0.770097984537093,-4.9999999941259,8,0.000206265226705638
"61","cv",5,103.96099433225,4.99999998538676,0.733003324152423,-4.99999999858183,8,0.000106593539848654
"62","cv",6,103.957488682593,4.99999999577364,-1.23242822127716,-4.99999997222321,8,0.000140310762350326
"63","cv",7,103.944291252218,4.99999998118083,-0.112321605583949,-4.99999997599386,8,0.000267243211380275
"64","cv",8,103.963653746548,4.99999998774609,1.67896453260767,-4.99999999112998,8,8.10153810525405e-05
"65","cv",1,103.972532896261,4.9999999576632,1.10844231901983,-4.99999995511153,9,-4.3839873358209e-06
"66","cv",2,103.953599704866,4.99999998785233,-3.98900644691555,-4.99999994664623,9,0.000177714821556041
"67","cv",3,103.961327522542,4.99999999488249,-4.0148883738998,-4.99999986335504,9,0.000103388926635528
"68","cv",4,103.948852950834,4.99999999162524,-1.46496667759493,-4.99999984752452,9,0.000223368944904601
"69","cv",5,103.944552237783,4.99999999259912,-0.85276288446039,-4.99999990540937,9,0.000264733060844402
"70","cv",6,103.96125558539,4.99999999184538,-4.49695724888101,-4.99999996610339,9,0.000104080815785168
