"","X","X.1","X.2","par1","par2","par3","id"
"1","cv",1,104.652748487752,1.20485735559957,-1.38609231565051,-3.29027444364962,1
"2","cv",2,98.2710970401665,1.17140585891658,-1.51310926308221,-3.03417800349713,1
"3","cv",3,103.534623700894,1.34372191415245,-1.34990745527415,-3.43111165538332,1
"4","cv",4,100.412339090286,1.15994349396117,-1.54680430966617,-3.05272137642993,1
"5","cv",5,99.0361568289512,1.27299683309742,-1.41559750489358,-3.21019500467033,1
"6","cv",6,97.430535901811,1.39421158626351,-1.46053110704602,-3.31163799711588,1
"7","cv",7,94.8050068770289,1.3350467770354,-1.44234958614173,-3.24658426488291,1
"8","cv",8,101.725452035297,1.19903100102974,-1.54093697545049,-3.08788889709587,1
"9","cv",1,98.3394561967361,1.04418274426952,-0.231413177980847,-2.43528507574491,2
"10","cv",2,98.199758009434,2.34273915116386,-0.0416595708685311,-4.48276633865073,2
"11","cv",3,101.861738685777,-0.57616326637734,0.635601473414415,-0.249804298700195,2
"12","cv",4,98.5966571713903,0.255083956701491,-0.539111501573954,-1.92872711897688,2
"13","cv",5,98.3874006022439,1.44653578534789,-0.206057641485781,-3.03470231965794,2
"14","cv",6,98.486221505065,0.59621850914247,-0.355719045119597,-2.0043754900025,2
"15","cv",7,98.2369604905261,1.64317235977736,-0.158194454321131,-3.32711520867367,2
"16","cv",8,105.125372553657,-0.330815690500087,-1.04214985573977,-2.99588760968497,2
"17","cv",1,100.18351544951,2.16525759319533,-1.2250829505119,-4.99062726284461,3
"18","cv",2,103.000084037689,-4.99999875128485,-1.78810173081779,-2.44099590778537,3
"19","cv",3,99.1381425024325,2.16136318847983,-1.20985553439257,-4.99998283477108,3
"20","cv",4,101.753453913691,2.03764876106449,-1.23108061930118,-4.96014969463141,3
"21","cv",5,101.205744356286,-4.99999782858426,-1.82935320827432,-2.38726908645241,3
"22","cv",6,100.820701086547,-4.99999621894429,-1.7454042068439,-2.28732080986834,3
"23","cv",7,100.118489786848,2.15840828287877,-1.21373889401468,-4.99474835816744,3
"24","cv",8,98.2409909786678,1.6283138497514,-1.09707805533403,-3.77219545390963,3
"25","cv",1,100.884636669322,-0.594863031975999,-0.629359506276268,-1.06950783208276,4
"26","cv",2,98.5599349231303,-0.652645368905157,-0.480036767758052,-0.786296153109027,4
"27","cv",3,98.8637115462382,-0.452636641804132,-0.553419032323871,-0.933549728698847,4
"28","cv",4,99.1784805678419,-0.477458550668578,-0.714553366725735,-1.13280807952457,4
"29","cv",5,99.5547557878129,-0.312260552419755,-0.705940785677113,-1.16982750326783,4
"30","cv",6,99.4247487878834,-0.369679072398989,-0.689999191519041,-1.12663697773516,4
"31","cv",7,116.28843860683,0.87260637350643,3.32979509314415,1.65909628757041,4
"32","cv",8,103.105582128458,-0.910897208921898,-1.04602737350296,-1.65771641762048,4
"33","cv",1,98.551879085445,0.976097696008931,-0.857279011456834,-3.07958315590185,5
"34","cv",2,106.783538421921,0.810520178624184,-0.913964177199989,-3.70218628130972,5
"35","cv",3,100.229995594404,1.09968482525919,-0.79143279328861,-3.23426303132897,5
"36","cv",4,99.1909977726818,1.61629433601999,-0.605454305064135,-3.73516449606685,5
"37","cv",5,99.0616791583537,0.811957516162382,-0.929256141800322,-2.98376527409525,5
"38","cv",6,98.5831707795353,0.927541480503868,-0.876963761814628,-3.06143168834139,5
"39","cv",7,98.3492637295028,0.980755928119031,-0.854745508951653,-3.11701103410688,5
"40","cv",8,98.9205372850005,0.929396135335185,-0.881916142925034,-3.02747506551218,5
"41","cv",1,98.0411177847677,-2.38994686670371,0.912036811111965,-1.97644037429125,6
"42","cv",2,98.0411177847677,-0.43336350998735,2.78118867208316,-3.46630064278112,6
"43","cv",3,98.0411177847677,-1.58113365936532,0.00143701190818879,-4.4482678201943,6
"44","cv",4,98.0411177847677,-2.44797798287123,3.2227821917781,-1.32219793478413,6
"45","cv",5,98.0411177847677,-1.30268743275164,-0.372691538650542,-4.27832332605421,6
"46","cv",6,98.0411177847677,-0.917810548351203,1.56062049021563,-2.07065703305549,6
"47","cv",7,98.0411177847677,-2.36189071217869,4.12491592858571,-1.96673655537137,6
"48","cv",8,98.0411177847677,0.114388883874835,3.95908984621702,-4.53269293800222,6
"49","cv",1,42.632612992978,1.89543940459005,-1.21369463657434,-4.99996590964903,7
"50","cv",2,58.600483899218,1.85255042152278,-1.21964436322494,-4.94705732017202,7
"51","cv",3,45.7915851998559,1.91113443002293,-1.20844512687899,-4.99998224702355,7
"52","cv",4,76.4997092897879,1.78544139521463,-1.27376414672935,-4.7583406168191,7
"53","cv",5,71.3818767935059,1.87583157070986,-1.22529636031621,-4.99997743754627,7
"54","cv",6,39.2147814299888,1.92700060011349,-1.22694466043615,-4.99998097395402,7
"55","cv",7,59.6074428052912,1.91365518896348,-1.20666731535973,-4.99987170113424,7
"56","cv",8,8.305824546308,1.87615228877327,-1.1920501699631,-4.99993534997656,7
"57","cv",1,104.709963089146,-4.99952655325629,3.80090550985019,4.14703838888264,8
"58","cv",2,99.9637671394793,-4.9999634347727,3.80048280186931,4.38600441926534,8
"59","cv",3,99.9651329908425,-4.99998409443519,3.80042711392964,4.38627186658084,8
"60","cv",4,103.007253811009,-4.99988757235554,3.80088757486265,4.223200054045,8
"61","cv",5,99.9606635934848,-4.99984781799178,3.8003263887829,4.38597512225649,8
"62","cv",6,102.53678746657,-4.99757627386224,3.8012759941309,4.23585046434173,8
"63","cv",7,99.9618315866069,-4.99999544233164,3.80060662775698,4.38587543299767,8
"64","cv",8,109.010098773315,-4.99875571102899,3.80046291998792,3.98592149450632,8
"65","cv",1,109.460160872336,1.91411727615566,0.062623324140654,-3.78264333058178,9
"66","cv",2,98.3201290453196,1.60395756995735,-0.285348680358273,-3.31481780138889,9
"67","cv",3,98.8817542278365,1.88638128213924,-0.398235668686131,-3.97032497718551,9
"68","cv",4,98.5900727543092,1.3706297669281,-0.375117171933347,-3.02195828653452,9
"69","cv",5,98.4096736808102,2.13024228626281,-0.30791954996961,-4.33476294091312,9
"70","cv",6,101.341166316775,0.815494528193493,-0.511259654131285,-2.53842811054102,9
"71","cv",7,98.9524183139816,1.96402541003907,-0.423678103285726,-4.18114625424689,9
"72","cv",8,98.4976651383961,0.591412708835258,-0.42411235196776,-1.97088833878843,9
"73","cv",1,98.9377695289942,2.73731229069435,0.00599582670615577,-4.62983019083751,10
"74","cv",2,98.9794419806929,2.90416495775251,-0.011003606237704,-4.97298937485844,10
"75","cv",3,99.0417946139521,2.77546800660974,-0.0858052404068026,-4.7981281577702,10
"76","cv",4,104.371607462257,1.78774646755919,1.42298490224717,-1.54271054555878,10
"77","cv",5,101.746479680809,2.77137778901657,-0.0937786455140327,-4.93372066462856,10
"78","cv",6,101.421208250544,2.21235895542434,0.0828901301733398,-3.64372694831785,10
