"","id","cond","age","x","y","z","trial","round","agegroup"
"7885",38,"Smooth",7,4,7,12,6,8,"7-8"
"7886",38,"Smooth",7,4,6,20,7,8,"7-8"
"7887",38,"Smooth",7,4,5,28,8,8,"7-8"
"7888",38,"Smooth",7,4,4,37,9,8,"7-8"
"7889",38,"Smooth",7,3,7,16,10,8,"7-8"
"7890",38,"Smooth",7,3,6,20,11,8,"7-8"
"7891",38,"Smooth",7,3,5,31,12,8,"7-8"
"7892",38,"Smooth",7,3,4,41,13,8,"7-8"
"7893",38,"Smooth",7,3,3,47,14,8,"7-8"
"7894",38,"Smooth",7,4,3,42,15,8,"7-8"
"7895",38,"Smooth",7,5,3,35,16,8,"7-8"
"7896",38,"Smooth",7,6,3,25,17,8,"7-8"
"7897",38,"Smooth",7,7,3,15,18,8,"7-8"
"7898",38,"Smooth",7,6,5,13,19,8,"7-8"
"7899",38,"Smooth",7,7,5,6,20,8,"7-8"
"7900",38,"Smooth",7,6,6,9,21,8,"7-8"
"7901",38,"Smooth",7,7,6,1,22,8,"7-8"
"7902",38,"Smooth",7,6,7,6,23,8,"7-8"
"7903",38,"Smooth",7,7,7,0,24,8,"7-8"
"7904",38,"Smooth",7,2,7,18,25,8,"7-8"
"7905",39,"Rough",7,3,3,19,0,1,"7-8"
"7906",39,"Rough",7,4,3,28,1,1,"7-8"
"7907",39,"Rough",7,7,3,33,2,1,"7-8"
"7908",39,"Rough",7,7,4,21,3,1,"7-8"
"7909",39,"Rough",7,6,3,42,4,1,"7-8"
"7910",39,"Rough",7,6,2,34,5,1,"7-8"
"7911",39,"Rough",7,5,3,48,6,1,"7-8"
"7912",39,"Rough",7,5,4,31,7,1,"7-8"
"7913",39,"Rough",7,6,4,26,8,1,"7-8"
"7914",39,"Rough",7,4,4,34,9,1,"7-8"
"7915",39,"Rough",7,3,4,32,10,1,"7-8"
"7916",39,"Rough",7,5,3,48,11,1,"7-8"
"7917",39,"Rough",7,5,2,40,12,1,"7-8"
"7918",39,"Rough",7,7,2,23,13,1,"7-8"
"7919",39,"Rough",7,2,3,27,14,1,"7-8"
"7920",39,"Rough",7,4,2,16,15,1,"7-8"
"7921",39,"Rough",7,5,1,20,16,1,"7-8"
"7922",39,"Rough",7,6,1,17,17,1,"7-8"
"7923",39,"Rough",7,7,1,4,18,1,"7-8"
"7924",39,"Rough",7,7,5,1,19,1,"7-8"
"7925",39,"Rough",7,4,1,13,20,1,"7-8"
"7926",39,"Rough",7,3,2,8,21,1,"7-8"
"7927",39,"Rough",7,2,4,22,22,1,"7-8"
"7928",39,"Rough",7,3,5,23,23,1,"7-8"
"7929",39,"Rough",7,5,5,9,24,1,"7-8"
"7930",39,"Rough",7,6,3,41,25,1,"7-8"
"7931",39,"Rough",7,5,3,28,0,2,"7-8"
"7932",39,"Rough",7,6,3,24,1,2,"7-8"
"7933",39,"Rough",7,5,4,25,2,2,"7-8"
"7934",39,"Rough",7,5,6,42,3,2,"7-8"
"7935",39,"Rough",7,5,5,40,4,2,"7-8"
"7936",39,"Rough",7,5,7,25,5,2,"7-8"
"7937",39,"Rough",7,6,7,14,6,2,"7-8"
"7938",39,"Rough",7,6,6,37,7,2,"7-8"
"7939",39,"Rough",7,7,6,38,8,2,"7-8"
"7940",39,"Rough",7,4,6,34,9,2,"7-8"
"7941",39,"Rough",7,4,5,38,10,2,"7-8"
"7942",39,"Rough",7,6,5,39,11,2,"7-8"
"7943",39,"Rough",7,4,7,11,12,2,"7-8"
"7944",39,"Rough",7,7,7,14,13,2,"7-8"
"7945",39,"Rough",7,5,6,39,14,2,"7-8"
"7946",39,"Rough",7,7,5,50,15,2,"7-8"
"7947",39,"Rough",7,6,4,23,16,2,"7-8"
"7948",39,"Rough",7,7,4,29,17,2,"7-8"
"7949",39,"Rough",7,7,5,51,18,2,"7-8"
"7950",39,"Rough",7,4,4,26,19,2,"7-8"
"7951",39,"Rough",7,7,5,51,20,2,"7-8"
"7952",39,"Rough",7,4,3,27,21,2,"7-8"
"7953",39,"Rough",7,3,6,27,22,2,"7-8"
"7954",39,"Rough",7,3,5,36,23,2,"7-8"
"7955",39,"Rough",7,3,7,23,24,2,"7-8"
"7956",39,"Rough",7,7,3,22,25,2,"7-8"
"7957",39,"Rough",7,7,4,22,0,3,"7-8"
"7958",39,"Rough",7,7,5,14,1,3,"7-8"
"7959",39,"Rough",7,7,6,22,2,3,"7-8"
"7960",39,"Rough",7,7,7,30,3,3,"7-8"
"7961",39,"Rough",7,6,7,35,4,3,"7-8"
"7962",39,"Rough",7,5,7,40,5,3,"7-8"
"7963",39,"Rough",7,4,7,40,6,3,"7-8"
"7964",39,"Rough",7,3,7,30,7,3,"7-8"
"7965",39,"Rough",7,2,7,22,8,3,"7-8"
"7966",39,"Rough",7,1,7,28,9,3,"7-8"
"7967",39,"Rough",7,0,7,42,10,3,"7-8"
"7968",39,"Rough",7,0,6,33,11,3,"7-8"
"7969",39,"Rough",7,1,6,27,12,3,"7-8"
"7970",39,"Rough",7,2,6,32,13,3,"7-8"
"7971",39,"Rough",7,3,6,46,14,3,"7-8"
"7972",39,"Rough",7,4,6,44,15,3,"7-8"
"7973",39,"Rough",7,5,6,33,16,3,"7-8"
"7974",39,"Rough",7,6,6,28,17,3,"7-8"
"7975",39,"Rough",7,4,5,47,18,3,"7-8"
"7976",39,"Rough",7,3,5,44,19,3,"7-8"
"7977",39,"Rough",7,5,5,21,20,3,"7-8"
"7978",39,"Rough",7,6,5,7,21,3,"7-8"
"7979",39,"Rough",7,2,5,27,22,3,"7-8"
"7980",39,"Rough",7,6,4,9,23,3,"7-8"
"7981",39,"Rough",7,5,4,14,24,3,"7-8"
"7982",39,"Rough",7,4,4,25,25,3,"7-8"
"7983",39,"Rough",7,4,7,28,0,4,"7-8"
"7984",39,"Rough",7,5,7,16,1,4,"7-8"
"7985",39,"Rough",7,7,5,18,2,4,"7-8"
"7986",39,"Rough",7,7,4,10,3,4,"7-8"
"7987",39,"Rough",7,4,6,29,4,4,"7-8"
"7988",39,"Rough",7,3,7,40,5,4,"7-8"
"7989",39,"Rough",7,2,7,34,6,4,"7-8"
"7990",39,"Rough",7,3,7,41,7,4,"7-8"
"7991",39,"Rough",7,3,6,34,8,4,"7-8"
"7992",39,"Rough",7,2,6,31,9,4,"7-8"
"7993",39,"Rough",7,3,7,44,10,4,"7-8"
"7994",39,"Rough",7,1,7,18,11,4,"7-8"
"7995",39,"Rough",7,1,6,24,12,4,"7-8"
"7996",39,"Rough",7,0,7,12,13,4,"7-8"
"7997",39,"Rough",7,0,6,24,14,4,"7-8"
"7998",39,"Rough",7,5,6,18,15,4,"7-8"
"7999",39,"Rough",7,3,6,35,16,4,"7-8"
"8000",39,"Rough",7,3,5,17,17,4,"7-8"
"8001",39,"Rough",7,4,5,10,18,4,"7-8"
"8002",39,"Rough",7,2,5,25,19,4,"7-8"
"8003",39,"Rough",7,1,5,24,20,4,"7-8"
"8004",39,"Rough",7,7,6,21,21,4,"7-8"
"8005",39,"Rough",7,7,7,40,22,4,"7-8"
"8006",39,"Rough",7,6,7,29,23,4,"7-8"
"8007",39,"Rough",7,6,6,16,24,4,"7-8"
"8008",39,"Rough",7,6,5,16,25,4,"7-8"
"8009",39,"Rough",7,0,6,38,0,5,"7-8"
"8010",39,"Rough",7,0,7,36,1,5,"7-8"
"8011",39,"Rough",7,1,6,17,2,5,"7-8"
"8012",39,"Rough",7,1,7,0,3,5,"7-8"
"8013",39,"Rough",7,0,5,37,4,5,"7-8"
"8014",39,"Rough",7,1,5,39,5,5,"7-8"
"8015",39,"Rough",7,0,4,44,6,5,"7-8"
"8016",39,"Rough",7,1,4,37,7,5,"7-8"
"8017",39,"Rough",7,2,4,35,8,5,"7-8"
"8018",39,"Rough",7,0,4,44,9,5,"7-8"
"8019",39,"Rough",7,2,5,42,10,5,"7-8"
"8020",39,"Rough",7,2,6,19,11,5,"7-8"
"8021",39,"Rough",7,2,7,5,12,5,"7-8"
"8022",39,"Rough",7,3,7,24,13,5,"7-8"
"8023",39,"Rough",7,3,5,47,14,5,"7-8"
"8024",39,"Rough",7,3,6,30,15,5,"7-8"
"8025",39,"Rough",7,3,4,38,16,5,"7-8"
"8026",39,"Rough",7,4,5,35,17,5,"7-8"
"8027",39,"Rough",7,4,4,31,18,5,"7-8"
"8028",39,"Rough",7,4,6,35,19,5,"7-8"
"8029",39,"Rough",7,5,4,38,20,5,"7-8"
"8030",39,"Rough",7,4,7,31,21,5,"7-8"
"8031",39,"Rough",7,5,6,29,22,5,"7-8"
"8032",39,"Rough",7,5,5,23,23,5,"7-8"
"8033",39,"Rough",7,5,7,34,24,5,"7-8"
"8034",39,"Rough",7,6,5,10,25,5,"7-8"
"8035",39,"Rough",7,1,7,16,0,6,"7-8"
"8036",39,"Rough",7,2,7,18,1,6,"7-8"
"8037",39,"Rough",7,2,6,17,2,6,"7-8"
"8038",39,"Rough",7,2,5,15,3,6,"7-8"
"8039",39,"Rough",7,2,4,42,4,6,"7-8"
"8040",39,"Rough",7,2,3,42,5,6,"7-8"
"8041",39,"Rough",7,2,2,22,6,6,"7-8"
"8042",39,"Rough",7,2,1,13,7,6,"7-8"
"8043",39,"Rough",7,2,0,1,8,6,"7-8"
"8044",39,"Rough",7,1,0,30,9,6,"7-8"
"8045",39,"Rough",7,0,0,35,10,6,"7-8"
"8046",39,"Rough",7,1,1,43,11,6,"7-8"
"8047",39,"Rough",7,5,7,35,12,6,"7-8"
"8048",39,"Rough",7,5,7,34,13,6,"7-8"
"8049",39,"Rough",7,0,1,50,14,6,"7-8"
"8050",39,"Rough",7,1,2,36,15,6,"7-8"
"8051",39,"Rough",7,0,3,28,16,6,"7-8"
"8052",39,"Rough",7,1,3,35,17,6,"7-8"
"8053",39,"Rough",7,0,2,36,18,6,"7-8"
"8054",39,"Rough",7,1,4,23,19,6,"7-8"
"8055",39,"Rough",7,0,4,32,20,6,"7-8"
"8056",39,"Rough",7,1,5,13,21,6,"7-8"
"8057",39,"Rough",7,0,5,24,22,6,"7-8"
"8058",39,"Rough",7,1,6,19,23,6,"7-8"
"8059",39,"Rough",7,0,6,30,24,6,"7-8"
"8060",39,"Rough",7,0,7,19,25,6,"7-8"
"8061",39,"Rough",7,2,1,37,0,7,"7-8"
"8062",39,"Rough",7,2,2,38,1,7,"7-8"
"8063",39,"Rough",7,3,1,35,2,7,"7-8"
"8064",39,"Rough",7,1,1,35,3,7,"7-8"
"8065",39,"Rough",7,0,1,40,4,7,"7-8"
"8066",39,"Rough",7,5,6,19,5,7,"7-8"
"8067",39,"Rough",7,1,2,47,6,7,"7-8"
"8068",39,"Rough",7,0,2,52,7,7,"7-8"
"8069",39,"Rough",7,0,3,26,8,7,"7-8"
"8070",39,"Rough",7,1,3,25,9,7,"7-8"
"8071",39,"Rough",7,2,3,27,10,7,"7-8"
"8072",39,"Rough",7,0,2,51,11,7,"7-8"
"8073",39,"Rough",7,0,4,25,12,7,"7-8"
"8074",39,"Rough",7,1,4,1,13,7,"7-8"
"8075",39,"Rough",7,2,4,9,14,7,"7-8"
"8076",39,"Rough",7,3,2,37,15,7,"7-8"
"8077",39,"Rough",7,0,0,31,16,7,"7-8"
"8078",39,"Rough",7,1,0,30,17,7,"7-8"
"8079",39,"Rough",7,2,0,34,18,7,"7-8"
"8080",39,"Rough",7,3,0,37,19,7,"7-8"
"8081",39,"Rough",7,0,5,42,20,7,"7-8"
"8082",39,"Rough",7,1,5,24,21,7,"7-8"
"8083",39,"Rough",7,2,5,22,22,7,"7-8"
"8084",39,"Rough",7,3,5,33,23,7,"7-8"
"8085",39,"Rough",7,3,4,38,24,7,"7-8"
"8086",39,"Rough",7,3,3,36,25,7,"7-8"
"8087",39,"Rough",7,1,1,37,0,8,"7-8"
"8088",39,"Rough",7,0,1,22,1,8,"7-8"
"8089",39,"Rough",7,0,0,11,2,8,"7-8"
"8090",39,"Rough",7,1,0,17,3,8,"7-8"
"8091",39,"Rough",7,0,2,38,4,8,"7-8"
"8092",39,"Rough",7,1,2,37,5,8,"7-8"
"8093",39,"Rough",7,0,3,31,6,8,"7-8"
"8094",39,"Rough",7,1,3,20,7,8,"7-8"
"8095",39,"Rough",7,0,4,0,8,8,"7-8"
"8096",39,"Rough",7,2,2,29,9,8,"7-8"
"8097",39,"Rough",7,2,1,37,10,8,"7-8"
"8098",39,"Rough",7,2,0,20,11,8,"7-8"
"8099",39,"Rough",7,2,3,14,12,8,"7-8"
"8100",39,"Rough",7,1,4,0,13,8,"7-8"
"8101",39,"Rough",7,2,4,21,14,8,"7-8"
"8102",39,"Rough",7,3,1,21,15,8,"7-8"
"8103",39,"Rough",7,0,7,9,16,8,"7-8"
"8104",39,"Rough",7,1,5,3,17,8,"7-8"
"8105",39,"Rough",7,0,5,5,18,8,"7-8"
"8106",39,"Rough",7,0,6,1,19,8,"7-8"
"8107",39,"Rough",7,7,4,18,20,8,"7-8"
"8108",39,"Rough",7,3,2,15,21,8,"7-8"
"8109",39,"Rough",7,4,2,10,22,8,"7-8"
"8110",39,"Rough",7,5,1,29,23,8,"7-8"
"8111",39,"Rough",7,5,0,37,24,8,"7-8"
"8112",39,"Rough",7,6,0,35,25,8,"7-8"
"8113",40,"Smooth",7,3,2,48,0,1,"7-8"
"8114",40,"Smooth",7,4,2,47,1,1,"7-8"
"8115",40,"Smooth",7,5,2,42,2,1,"7-8"
"8116",40,"Smooth",7,6,2,39,3,1,"7-8"
"8117",40,"Smooth",7,7,2,32,4,1,"7-8"
"8118",40,"Smooth",7,3,3,40,5,1,"7-8"
"8119",40,"Smooth",7,4,3,38,6,1,"7-8"
"8120",40,"Smooth",7,4,1,48,7,1,"7-8"
"8121",40,"Smooth",7,3,1,49,8,1,"7-8"
"8122",40,"Smooth",7,5,1,49,9,1,"7-8"
"8123",40,"Smooth",7,6,1,43,10,1,"7-8"
"8124",40,"Smooth",7,7,1,40,11,1,"7-8"
"8125",40,"Smooth",7,5,3,34,12,1,"7-8"
"8126",40,"Smooth",7,6,3,29,13,1,"7-8"
"8127",40,"Smooth",7,7,3,24,14,1,"7-8"
"8128",40,"Smooth",7,2,1,47,15,1,"7-8"
"8129",40,"Smooth",7,2,2,43,16,1,"7-8"
"8130",40,"Smooth",7,1,2,39,17,1,"7-8"
"8131",40,"Smooth",7,1,1,41,18,1,"7-8"
"8132",40,"Smooth",7,0,1,33,19,1,"7-8"
"8133",40,"Smooth",7,0,2,29,20,1,"7-8"
"8134",40,"Smooth",7,2,3,40,21,1,"7-8"
"8135",40,"Smooth",7,1,3,33,22,1,"7-8"
"8136",40,"Smooth",7,0,3,26,23,1,"7-8"
"8137",40,"Smooth",7,7,0,40,24,1,"7-8"
"8138",40,"Smooth",7,6,0,45,25,1,"7-8"
"8139",40,"Smooth",7,7,4,26,0,2,"7-8"
"8140",40,"Smooth",7,7,5,28,1,2,"7-8"
"8141",40,"Smooth",7,6,5,27,2,2,"7-8"
"8142",40,"Smooth",7,6,4,20,3,2,"7-8"
"8143",40,"Smooth",7,5,4,15,4,2,"7-8"
"8144",40,"Smooth",7,5,5,25,5,2,"7-8"
"8145",40,"Smooth",7,4,5,24,6,2,"7-8"
"8146",40,"Smooth",7,4,4,12,7,2,"7-8"
"8147",40,"Smooth",7,3,4,13,8,2,"7-8"
"8148",40,"Smooth",7,3,5,26,9,2,"7-8"
"8149",40,"Smooth",7,2,4,14,10,2,"7-8"
"8150",40,"Smooth",7,2,5,31,11,2,"7-8"
"8151",40,"Smooth",7,1,4,19,12,2,"7-8"
"8152",40,"Smooth",7,1,5,33,13,2,"7-8"
"8153",40,"Smooth",7,0,4,21,14,2,"7-8"
"8154",40,"Smooth",7,0,5,34,15,2,"7-8"
"8155",40,"Smooth",7,0,6,44,16,2,"7-8"
"8156",40,"Smooth",7,0,7,47,17,2,"7-8"
"8157",40,"Smooth",7,1,6,45,18,2,"7-8"
"8158",40,"Smooth",7,1,7,51,19,2,"7-8"
"8159",40,"Smooth",7,2,6,43,20,2,"7-8"
"8160",40,"Smooth",7,2,7,47,21,2,"7-8"
"8161",40,"Smooth",7,3,6,37,22,2,"7-8"
"8162",40,"Smooth",7,3,7,45,23,2,"7-8"
"8163",40,"Smooth",7,4,6,36,24,2,"7-8"
"8164",40,"Smooth",7,4,7,45,25,2,"7-8"
"8165",40,"Smooth",7,3,2,25,0,3,"7-8"
"8166",40,"Smooth",7,4,2,17,1,3,"7-8"
"8167",40,"Smooth",7,4,1,16,2,3,"7-8"
"8168",40,"Smooth",7,4,3,22,3,3,"7-8"
"8169",40,"Smooth",7,3,3,27,4,3,"7-8"
"8170",40,"Smooth",7,3,4,26,5,3,"7-8"
"8171",40,"Smooth",7,4,4,23,6,3,"7-8"
"8172",40,"Smooth",7,4,5,25,7,3,"7-8"
"8173",40,"Smooth",7,5,4,22,8,3,"7-8"
"8174",40,"Smooth",7,6,4,20,9,3,"7-8"
"8175",40,"Smooth",7,7,4,22,10,3,"7-8"
"8176",40,"Smooth",7,5,5,25,11,3,"7-8"
"8177",40,"Smooth",7,6,5,22,12,3,"7-8"
"8178",40,"Smooth",7,7,5,24,13,3,"7-8"
"8179",40,"Smooth",7,3,5,26,14,3,"7-8"
"8180",40,"Smooth",7,2,5,27,15,3,"7-8"
"8181",40,"Smooth",7,2,4,31,16,3,"7-8"
"8182",40,"Smooth",7,2,3,33,17,3,"7-8"
"8183",40,"Smooth",7,2,2,34,18,3,"7-8"
"8184",40,"Smooth",7,1,2,42,19,3,"7-8"
"8185",40,"Smooth",7,1,3,41,20,3,"7-8"
"8186",40,"Smooth",7,1,4,34,21,3,"7-8"
"8187",40,"Smooth",7,1,5,26,22,3,"7-8"
"8188",40,"Smooth",7,1,1,39,23,3,"7-8"
"8189",40,"Smooth",7,1,0,31,24,3,"7-8"
"8190",40,"Smooth",7,0,0,36,25,3,"7-8"
"8191",40,"Smooth",7,0,4,30,0,4,"7-8"
"8192",40,"Smooth",7,1,4,33,1,4,"7-8"
"8193",40,"Smooth",7,2,4,30,2,4,"7-8"
"8194",40,"Smooth",7,0,6,45,3,4,"7-8"
"8195",40,"Smooth",7,1,6,45,4,4,"7-8"
"8196",40,"Smooth",7,2,6,41,5,4,"7-8"
"8197",40,"Smooth",7,3,6,39,6,4,"7-8"
"8198",40,"Smooth",7,4,6,36,7,4,"7-8"
"8199",40,"Smooth",7,5,6,38,8,4,"7-8"
"8200",40,"Smooth",7,6,6,41,9,4,"7-8"
"8201",40,"Smooth",7,7,6,47,10,4,"7-8"
"8202",40,"Smooth",7,0,7,51,11,4,"7-8"
"8203",40,"Smooth",7,1,7,48,12,4,"7-8"
"8204",40,"Smooth",7,2,7,44,13,4,"7-8"
"8205",40,"Smooth",7,3,7,39,14,4,"7-8"
"8206",40,"Smooth",7,4,7,38,15,4,"7-8"
"8207",40,"Smooth",7,5,7,38,16,4,"7-8"
"8208",40,"Smooth",7,6,7,42,17,4,"7-8"
"8209",40,"Smooth",7,7,7,45,18,4,"7-8"
"8210",40,"Smooth",7,0,5,39,19,4,"7-8"
"8211",40,"Smooth",7,1,5,40,20,4,"7-8"
"8212",40,"Smooth",7,2,5,36,21,4,"7-8"
"8213",40,"Smooth",7,3,5,36,22,4,"7-8"
"8214",40,"Smooth",7,4,5,37,23,4,"7-8"
"8215",40,"Smooth",7,5,5,38,24,4,"7-8"
"8216",40,"Smooth",7,6,5,41,25,4,"7-8"
"8217",40,"Smooth",7,5,0,16,0,5,"7-8"
"8218",40,"Smooth",7,5,7,42,1,5,"7-8"
"8219",40,"Smooth",7,6,7,36,2,5,"7-8"
"8220",40,"Smooth",7,7,7,32,3,5,"7-8"
"8221",40,"Smooth",7,4,7,48,4,5,"7-8"
"8222",40,"Smooth",7,3,7,51,5,5,"7-8"
"8223",40,"Smooth",7,2,7,50,6,5,"7-8"
"8224",40,"Smooth",7,1,7,48,7,5,"7-8"
"8225",40,"Smooth",7,0,7,46,8,5,"7-8"
"8226",40,"Smooth",7,0,6,33,9,5,"7-8"
"8227",40,"Smooth",7,1,6,38,10,5,"7-8"
"8228",40,"Smooth",7,2,6,43,11,5,"7-8"
"8229",40,"Smooth",7,3,6,46,12,5,"7-8"
"8230",40,"Smooth",7,4,6,46,13,5,"7-8"
"8231",40,"Smooth",7,5,6,43,14,5,"7-8"
"8232",40,"Smooth",7,6,6,39,15,5,"7-8"
"8233",40,"Smooth",7,7,6,33,16,5,"7-8"
"8234",40,"Smooth",7,0,5,23,17,5,"7-8"
"8235",40,"Smooth",7,1,5,29,18,5,"7-8"
"8236",40,"Smooth",7,2,5,38,19,5,"7-8"
"8237",40,"Smooth",7,3,5,43,20,5,"7-8"
"8238",40,"Smooth",7,4,5,46,21,5,"7-8"
"8239",40,"Smooth",7,5,5,44,22,5,"7-8"
"8240",40,"Smooth",7,6,5,39,23,5,"7-8"
"8241",40,"Smooth",7,7,5,35,24,5,"7-8"
"8242",40,"Smooth",7,0,4,14,25,5,"7-8"
"8243",40,"Smooth",7,5,1,30,0,6,"7-8"
"8244",40,"Smooth",7,5,4,19,1,6,"7-8"
"8245",40,"Smooth",7,5,0,29,2,6,"7-8"
"8246",40,"Smooth",7,6,0,33,3,6,"7-8"
"8247",40,"Smooth",7,6,1,34,4,6,"7-8"
"8248",40,"Smooth",7,7,0,37,5,6,"7-8"
"8249",40,"Smooth",7,7,2,38,6,6,"7-8"
"8250",40,"Smooth",7,7,1,40,7,6,"7-8"
"8251",40,"Smooth",7,4,0,27,8,6,"7-8"
"8252",40,"Smooth",7,4,1,29,9,6,"7-8"
"8253",40,"Smooth",7,3,0,28,10,6,"7-8"
"8254",40,"Smooth",7,3,1,29,11,6,"7-8"
"8255",40,"Smooth",7,2,0,32,12,6,"7-8"
"8256",40,"Smooth",7,2,1,35,13,6,"7-8"
"8257",40,"Smooth",7,1,0,37,14,6,"7-8"
"8258",40,"Smooth",7,1,1,41,15,6,"7-8"
"8259",40,"Smooth",7,0,0,43,16,6,"7-8"
"8260",40,"Smooth",7,0,1,51,17,6,"7-8"
"8261",40,"Smooth",7,0,2,50,18,6,"7-8"
"8262",40,"Smooth",7,1,2,40,19,6,"7-8"
"8263",40,"Smooth",7,0,3,46,20,6,"7-8"
"8264",40,"Smooth",7,0,4,37,21,6,"7-8"
"8265",40,"Smooth",7,0,5,28,22,6,"7-8"
"8266",40,"Smooth",7,0,6,15,23,6,"7-8"
"8267",40,"Smooth",7,0,7,9,24,6,"7-8"
"8268",40,"Smooth",7,1,7,2,25,6,"7-8"
"8269",40,"Smooth",7,1,2,34,0,7,"7-8"
"8270",40,"Smooth",7,1,5,40,1,7,"7-8"
"8271",40,"Smooth",7,2,5,43,2,7,"7-8"
"8272",40,"Smooth",7,3,5,43,3,7,"7-8"
"8273",40,"Smooth",7,4,5,48,4,7,"7-8"
"8274",40,"Smooth",7,5,5,48,5,7,"7-8"
"8275",40,"Smooth",7,6,5,43,6,7,"7-8"
"8276",40,"Smooth",7,7,5,34,7,7,"7-8"
"8277",40,"Smooth",7,0,6,34,8,7,"7-8"
"8278",40,"Smooth",7,1,6,39,9,7,"7-8"
"8279",40,"Smooth",7,2,6,43,10,7,"7-8"
"8280",40,"Smooth",7,3,6,47,11,7,"7-8"
"8281",40,"Smooth",7,4,6,50,12,7,"7-8"
"8282",40,"Smooth",7,5,6,49,13,7,"7-8"
"8283",40,"Smooth",7,6,6,48,14,7,"7-8"
"8284",40,"Smooth",7,7,6,38,15,7,"7-8"
"8285",40,"Smooth",7,0,7,32,16,7,"7-8"
"8286",40,"Smooth",7,1,7,36,17,7,"7-8"
"8287",40,"Smooth",7,2,7,40,18,7,"7-8"
"8288",40,"Smooth",7,3,7,45,19,7,"7-8"
"8289",40,"Smooth",7,4,7,48,20,7,"7-8"
"8290",40,"Smooth",7,5,7,49,21,7,"7-8"
"8291",40,"Smooth",7,6,7,45,22,7,"7-8"
"8292",40,"Smooth",7,7,7,39,23,7,"7-8"
"8293",40,"Smooth",7,0,5,36,24,7,"7-8"
"8294",40,"Smooth",7,0,4,38,25,7,"7-8"
"8295",40,"Smooth",7,4,3,-1,0,8,"7-8"
"8296",40,"Smooth",7,0,7,13,1,8,"7-8"
"8297",40,"Smooth",7,1,7,9,2,8,"7-8"
"8298",40,"Smooth",7,2,7,11,3,8,"7-8"
"8299",40,"Smooth",7,3,7,15,4,8,"7-8"
"8300",40,"Smooth",7,4,7,18,5,8,"7-8"
"8301",40,"Smooth",7,5,7,26,6,8,"7-8"
"8302",40,"Smooth",7,6,7,31,7,8,"7-8"
"8303",40,"Smooth",7,7,7,37,8,8,"7-8"
"8304",40,"Smooth",7,0,6,14,9,8,"7-8"
"8305",40,"Smooth",7,1,6,6,10,8,"7-8"
"8306",40,"Smooth",7,2,6,6,11,8,"7-8"
"8307",40,"Smooth",7,3,6,7,12,8,"7-8"
"8308",40,"Smooth",7,4,6,13,13,8,"7-8"
"8309",40,"Smooth",7,5,6,21,14,8,"7-8"
"8310",40,"Smooth",7,6,6,28,15,8,"7-8"
"8311",40,"Smooth",7,7,6,36,16,8,"7-8"
"8312",40,"Smooth",7,0,5,18,17,8,"7-8"
"8313",40,"Smooth",7,1,5,9,18,8,"7-8"
"8314",40,"Smooth",7,2,5,2,19,8,"7-8"
"8315",40,"Smooth",7,2,5,3,20,8,"7-8"
"8316",40,"Smooth",7,3,5,3,21,8,"7-8"
"8317",40,"Smooth",7,4,5,4,22,8,"7-8"
"8318",40,"Smooth",7,5,5,10,23,8,"7-8"
"8319",40,"Smooth",7,6,5,22,24,8,"7-8"
"8320",40,"Smooth",7,7,5,33,25,8,"7-8"
"8321",41,"Rough",7,3,0,22,0,1,"7-8"
"8322",41,"Rough",7,4,7,13,1,1,"7-8"
"8323",41,"Rough",7,0,3,19,2,1,"7-8"
"8324",41,"Rough",7,4,3,28,3,1,"7-8"
"8325",41,"Rough",7,7,3,20,4,1,"7-8"
"8326",41,"Rough",7,0,5,34,5,1,"7-8"
"8327",41,"Rough",7,1,5,28,6,1,"7-8"
"8328",41,"Rough",7,5,5,40,7,1,"7-8"
"8329",41,"Rough",7,7,7,14,8,1,"7-8"
"8330",41,"Rough",7,0,7,24,9,1,"7-8"
"8331",41,"Rough",7,0,6,23,10,1,"7-8"
"8332",41,"Rough",7,2,5,37,11,1,"7-8"
"8333",41,"Rough",7,2,4,35,12,1,"7-8"
"8334",41,"Rough",7,3,5,37,13,1,"7-8"
"8335",41,"Rough",7,4,5,38,14,1,"7-8"
"8336",41,"Rough",7,6,5,39,15,1,"7-8"
"8337",41,"Rough",7,5,4,26,16,1,"7-8"
"8338",41,"Rough",7,4,4,27,17,1,"7-8"
"8339",41,"Rough",7,3,4,36,18,1,"7-8"
"8340",41,"Rough",7,7,5,50,19,1,"7-8"
"8341",41,"Rough",7,1,6,37,20,1,"7-8"
"8342",41,"Rough",7,7,6,36,21,1,"7-8"
"8343",41,"Rough",7,6,6,37,22,1,"7-8"
"8344",41,"Rough",7,5,6,42,23,1,"7-8"
"8345",41,"Rough",7,4,6,34,24,1,"7-8"
"8346",41,"Rough",7,3,6,30,25,1,"7-8"
"8347",41,"Rough",7,0,0,45,0,2,"7-8"
"8348",41,"Rough",7,2,4,41,1,2,"7-8"
"8349",41,"Rough",7,1,0,27,2,2,"7-8"
"8350",41,"Rough",7,0,1,27,3,2,"7-8"
"8351",41,"Rough",7,1,1,6,4,2,"7-8"
"8352",41,"Rough",7,0,7,5,5,2,"7-8"
"8353",41,"Rough",7,7,0,47,6,2,"7-8"
"8354",41,"Rough",7,5,3,37,7,2,"7-8"
"8355",41,"Rough",7,6,0,23,8,2,"7-8"
"8356",41,"Rough",7,7,1,38,9,2,"7-8"
"8357",41,"Rough",7,7,2,33,10,2,"7-8"
