"","X","X.1","X.2","par1","par2","par3"
"1","cv",1,100.299845052073,3.07792036192051,-0.48502861809093,-4.99899106713491
"2","cv",2,101.335432209877,1.49305604965144,-0.826215311501456,-2.42368807236449
"3","cv",3,100.709668378677,3.00817559853666,-0.557138407373623,-4.97560506704188
"4","cv",4,102.319049451845,0.92409336820367,-1.08669272495204,-1.89118575828531
"5","cv",5,104.365452413742,2.74884399605662,-0.485231413877881,-4.61586510799437
"6","cv",6,102.064520589816,-0.74506561335626,4.67639457038558,-4.87099786352392
"7","cv",7,100.678582121073,2.93651033511294,-0.599695440468361,-4.88020863896392
"8","cv",8,127.076238671724,2.68711855789926,-0.277361214713052,-4.98044731450502
"9","cv",1,102.100618216934,0.981389408881619,-1.17000244543584,-1.88155193259794
"10","cv",2,116.550893411577,1.07028740459909,3.12434316871945,1.99751985461341
"11","cv",3,103.409670246289,2.55747833128997,-0.996117149101979,-4.59271469710821
"12","cv",4,104.106076929748,0.641182524368697,-1.34374830914116,-1.72474091075303
"13","cv",5,102.750445456557,0.894801182051206,-1.21548465539338,-1.80354572957701
"14","cv",6,103.66053587651,0.711404236934017,-1.30435350964743,-1.71420042592267
"15","cv",7,141.558068892493,0.838403007985964,-1.08983296281107,-3.13627151475071
"16","cv",8,100.538990758337,0.869782541631165,-1.01565766195201,-1.4494285961635
"17","cv",1,103.514341039808,1.05039543237398,-2.35569784219215,-1.35083138417501
"18","cv",2,102.982529044754,1.01923473947057,-2.21843499320842,-1.07437269339821
"19","cv",3,116.924256172267,2.93338291875946,-0.75852955067805,-4.96150892864322
"20","cv",4,100.616049279674,-0.0649647817268968,4.05790222690329,-4.76325348547242
"21","cv",5,102.828498798468,0.992915522595439,-2.21891853974326,-1.02029401987044
"22","cv",6,103.58726498243,1.11786672350809,-2.37909938283266,-1.39113447936224
"23","cv",7,103.883299582764,1.11014644643099,-2.40891727175557,-1.48902242404721
"24","cv",8,113.597087658744,3.22236015470776,-0.369374300537271,-4.98468583294676
"25","cv",1,183.085752567609,-4.28925852880251,0.00327348771040015,-4.78079676263097
"26","cv",2,99.7953670964969,1.14366227979102,2.98004586488895,1.8169010835491
"27","cv",3,99.8032310271961,0.0684622514421821,3.74427040593573,1.9247757042493
"28","cv",4,99.807943214971,-0.413695201485362,4.14243830998838,2.0167713000342
"29","cv",5,99.7905564200185,2.36405529944177,2.97998735020035,-0.365916347518033
"30","cv",6,99.7640684447234,4.06300097486238,3.09953526324509,-3.62117424868222
"31","cv",7,100.104027287353,2.5745196543434,3.06647538322109,-0.711323470285029
"32","cv",8,99.9147357555942,1.82179953871961,2.93985944414783,0.59256901879025
"33","cv",1,103.90601887726,0.451190773123338,3.66592665825049,-3.99038504234497
"34","cv",2,103.320891602854,-1.04069215788133,4.97169790085128,-4.26346099534894
"35","cv",3,103.751600086438,0.268944376006941,3.79538765312367,-4.06383547395143
"36","cv",4,103.302173534838,-0.763233025055081,4.70422574904754,-4.92969875957127
"37","cv",5,113.098296149843,0.658165123822302,-1.21722914812355,-0.723467303539068
"38","cv",6,103.723612027768,-0.3482329446881,4.31403829277862,-4.38498584473731
"39","cv",7,103.830343200188,-0.781952782780292,4.72168488044686,-4.76005883326354
