,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
beta_0__45,36.44163873864478,0.6463263835153982,0.005991871929953719,35.08675602103136,37.63608326713425,4000.0,0.999751154921215
beta_0__46,28.072145678052532,0.7619473613498532,0.00782707370594157,26.58865791995688,29.565019050895653,4000.0,0.9997639986194257
beta_0__47,34.90067192803242,0.7418069391202068,0.00739174155319606,33.35394734729649,36.23782874296374,4000.0,0.999797486202009
beta_0__48,34.20748465433674,0.8268528768692759,0.008037062871768997,32.59606951222752,35.76061965916333,4000.0,1.0000614149372093
beta_0__49,26.48771825362582,0.8055964690595926,0.007916132001119656,24.921021722198386,28.054195529091064,4000.0,0.999769410832174
beta_0__50,27.599559204881942,0.8632190752592488,0.008652059280967147,25.90796380034325,29.28421579225153,4000.0,0.9997981946556156
beta_0__51,34.945645008589565,0.6219129815274235,0.006531048361338934,33.75357557915568,36.159951444915805,4000.0,0.9997648279974697
beta_0__52,35.24815994068154,0.7740119017219319,0.0072076422542055405,33.73365847422549,36.735650712130756,4000.0,0.9997610682324504
beta_0__53,31.266610467604735,0.7696538024161068,0.007999381375026966,29.80711125829953,32.80255245972883,4000.0,0.9997989829470421
beta_0__54,32.856323132886246,0.6972527034349788,0.007289108199734424,31.498064230812172,34.18408134774368,4000.0,0.9997503376972094
beta_0__55,29.92043562893176,0.7870302130073238,0.0073003767960514495,28.399287631938172,31.569668378271217,4000.0,0.9997846225051882
beta_0__56,32.87159833139522,0.756239169129425,0.007970113682446947,31.447535111410446,34.43286720748091,4000.0,0.9997521468550782
beta_0__57,30.968450421673555,0.6928610401591127,0.006861966575447978,29.64014437632379,32.32853487665823,4000.0,0.9998039679579435
beta_0__58,37.799441375080946,0.6593605733299969,0.0064464616611468115,36.48930950950801,39.03344182019452,4000.0,0.9998191137287643
beta_0__59,23.229587797684413,0.750902920839885,0.0076318350061378186,21.7799616777681,24.690329674953393,4000.0,0.999750018833457
beta_0__60,29.65293221873245,0.7893410213275973,0.007786299465257662,28.13409644000195,31.18127565142707,4000.0,0.9997803716794827
beta_0__61,35.929435810058905,0.8124549112833819,0.007954906785198595,34.36357206317888,37.44890525784349,4000.0,0.9998151597659936
beta_0__62,36.34623469269197,0.7473707057167034,0.007156289561170972,34.85982394945496,37.798094491416386,4000.0,0.9999713443245539
beta_0__63,24.588751866909565,0.7065982328136176,0.007730031490378747,23.21993169885457,25.925686451195585,4000.0,0.9997509369701466
beta_0__64,33.80140374717154,0.7438088739632731,0.007472129812090125,32.269037313889136,35.18671114164703,4000.0,0.9998220468920178
beta_0__65,28.99744796826822,0.8225742240080506,0.009465655724178958,27.371417535791096,30.554034383910505,4000.0,0.9997707673442445
beta_0__66,35.50033999071274,0.7276633881798991,0.006633841216810982,34.05395685757273,36.88213106039784,4000.0,1.0001370649625398
beta_0__67,29.959038467905245,0.765800178320198,0.007894812751265762,28.457736192547152,31.444063650692318,4000.0,1.000629765834156
beta_0__68,43.609281724573336,0.512225507036961,0.004679723246829347,42.60369158449928,44.56894439727318,4000.0,0.9997585850244949
beta_0__69,24.811994142822964,0.8022393020188656,0.008070846334149975,23.111842304400415,26.338644220990215,4000.0,0.9997620095610993
beta_0__70,36.079380972857834,0.7602828177478438,0.0064803458917234895,34.53646598037905,37.54015722853869,4000.0,0.9998132303534154
beta_0__71,27.379103935826027,0.7354822737737737,0.007578274536107388,25.911391425386068,28.79371110888607,4000.0,0.9998228892091913
beta_0__72,35.55299523907184,0.7901587212746068,0.00820055615091359,34.04082944825296,37.144069116770055,4000.0,0.9998693492580512
beta_0__73,27.562485478822826,0.7960756873957813,0.007858953984167492,25.93524738051279,29.021148120259408,4000.0,0.9998135395263428
beta_0__74,42.823030896594055,0.533052793717789,0.005196372323578988,41.87306888542103,43.94286304822455,4000.0,0.9999395465745748
beta_0__75,28.72211174987035,0.8168167684974317,0.008230164052298462,27.214950077504454,30.322146405239245,4000.0,0.9998369712665831
beta_0__76,35.299239023057055,0.6651698963329497,0.0057929883881816,33.99869328418825,36.595782842460395,4000.0,0.999824843148626
beta_0__77,31.24081533560619,0.729147818301335,0.006736706948680618,29.88650905387001,32.69211639414771,4000.0,0.9998482115822058
beta_0__78,32.95631942237917,0.8096458006200705,0.008086287695206402,31.419292368100333,34.52735230590374,4000.0,0.999783964498147
beta_0__79,36.381466521764054,0.7360414341089243,0.007322780553905693,34.96092716934431,37.80434413216084,4000.0,0.9999590634506625
beta_0__80,27.819639772422587,0.8243419140411137,0.009374039346398005,26.21734920650814,29.38187543592854,4000.0,0.999808970111365
beta_0__81,38.21413316338932,0.5692213320677769,0.00586036533756833,37.02392594374773,39.2738398073674,4000.0,0.9998132708777099
beta_0__82,33.077409848070445,0.8190953443051893,0.00787226229368213,31.475291097048665,34.62324778582477,4000.0,0.9999172803958872
beta_0__83,37.997298154521374,0.6574080192061618,0.006100126368824675,36.72737110970942,39.29633944766994,4000.0,0.999860459807527
beta_0__84,26.267518957634213,0.8132483865036769,0.0073355797763413515,24.690107158217312,27.83706755757609,4000.0,0.9997948235505263
beta_0__85,41.452398939660064,0.6818782451427543,0.007310635730030114,40.1123287623949,42.77614240715632,4000.0,0.9999585218991222
beta_0__86,40.75013562679375,0.6840329915639947,0.006360722956646854,39.40947795574991,42.0821776873028,4000.0,0.9998921142386872
beta_0__87,43.151868345373494,0.5136911716446646,0.005608195408150429,42.12929050577934,44.14004537718638,4000.0,1.0000554503971293
beta_0__88,40.40008477220463,0.6515147415750551,0.005994063757952598,39.12629075740979,41.687221080187605,4000.0,0.9997504789715252
beta_0__89,44.01729330354964,0.6086014234988949,0.005822524103510327,42.7797229505795,45.13648809163599,4000.0,0.9997672840196199
beta_0__90,36.86073285413715,0.6282270506846194,0.006304046289551694,35.63706231510994,38.08073393332299,4000.0,0.9997930457953413
beta_0__91,42.95983343978423,0.6545821699039303,0.0071523851083286905,41.706368526796155,44.29314797887553,4000.0,0.9997531615493279
beta_0__92,39.18100836753474,0.5603115674110711,0.005369684769540916,38.062677187144864,40.241390383500864,4000.0,0.999790199073651
beta_0__93,44.38933956624753,0.49782132468128487,0.005064079328922877,43.455100426891846,45.38940664558658,4000.0,1.000144106540088
beta_0__94,38.95423832871981,0.563120968450392,0.005331348758075045,37.82005580349825,40.029895820582475,4000.0,1.0001446797229605
beta_0__95,44.64438473227466,0.5193128685435249,0.005266682217415045,43.626201926440075,45.655130883964475,4000.0,0.9997687759190897
beta_0__96,30.382138582341213,0.736287407744073,0.007360948629560123,28.974341066782763,31.834792766023025,4000.0,0.9998224298659881
beta_0__97,45.33234880857198,0.564482414997726,0.005877949398397931,44.1766951317802,46.371812860343915,4000.0,0.9998920437261822
beta_0__98,33.74446790806451,0.7545663571465092,0.007400561570395097,32.27563098634817,35.228691145793825,4000.0,0.9998045960006711
beta_0__99,32.38786627955262,0.7656136017350432,0.007541774155717974,30.900683027799015,33.875862859844005,4000.0,0.9999294359291201
beta_0__100,43.4556598099245,0.586944258606103,0.005839053884103265,42.3399006336452,44.601633249207424,4000.0,1.00046923651818
beta_0__101,33.43605830666451,0.8100239164627445,0.008135852563993962,31.827613115094202,35.004943577422225,4000.0,0.9998124378560385
beta_0__102,27.734536318453625,0.8412177537640901,0.00911997920855128,26.15126172421693,29.47501194409974,4000.0,0.9997626486462678
beta_0__103,33.564835769777005,0.6533317684903714,0.006766431913956397,32.32805649768814,34.873969071580014,4000.0,0.9997499720056304
beta_0__104,28.267772677342837,0.7719089991366067,0.008248464520402917,26.841520390529723,29.841762468676084,4000.0,0.9997798762024581
beta_0__105,37.516999684269585,0.7892742847022979,0.008117132781205212,35.91909909772507,39.01558450421067,4000.0,0.9997587865166898
beta_0__106,32.49831830538972,0.7866249419297766,0.00822477012372645,30.998407845504502,34.03796367398592,4000.0,0.9997509244654441
beta_0__107,34.32583842943108,0.8953685205320605,0.00901439866511914,32.51316511465273,36.02061010965157,4000.0,0.9997927462300029
beta_0__108,40.05103941543742,0.5344435785413795,0.0051332492371794335,38.97963132730871,41.058287013437955,4000.0,0.9998305307148053
beta_0__109,42.9888511588404,0.6082904181746422,0.006472197400614499,41.789287999760205,44.12825294458506,4000.0,1.0001379060931215
beta_0__110,30.382953344809362,0.7150484987748923,0.0085180168820889,28.94599867120748,31.725548499517092,4000.0,0.9997759666974646
beta_0__111,38.18094222764347,0.6935651672226251,0.0065562698083829985,36.81896053733062,39.5529791818732,4000.0,0.9998972299081331
beta_0__112,33.287113806433815,0.8447215412584993,0.009701744810367752,31.622602809617625,34.90402772520233,4000.0,0.9997949710749444
beta_0__113,44.16722170208637,0.7110544866274218,0.007912730903586428,42.819228547018135,45.63606171639319,4000.0,0.9997622453331978
beta_0__114,29.789503946621704,0.8114989453054674,0.0076662828557524775,28.249083006430226,31.392442090474187,4000.0,0.9997581111685042
beta_0__115,32.547857806351104,0.6860643929099868,0.006275025161400297,31.24236052289028,33.941261462604054,4000.0,1.0000084970431733
beta_0__116,30.259289046971475,0.7281686893006735,0.00777560836399039,28.873557721292038,31.698901852769364,4000.0,0.9997625240872706
beta_0__117,41.297254355183796,0.8062302389033545,0.008878502078774421,39.80194550179591,42.90933630725733,4000.0,0.9997871632091548
beta_0__118,28.450324263409637,0.6528289915899783,0.00655818225699206,27.08040901411748,29.654920037917414,4000.0,0.9998815491865769
beta_0__119,41.99808762127536,0.7012481676050933,0.007070327508920131,40.67543185312473,43.33205131400342,4000.0,0.9997804493766428
beta_0__120,31.08008211897558,0.8532382966870818,0.00839938443713097,29.371338641705243,32.68758348096682,4000.0,0.9997583416635
beta_0__121,28.922506077887416,0.7903781758340288,0.008796970300489978,27.309257383866374,30.36401263953059,4000.0,0.9998211596663799
beta_0__122,44.669975740435866,0.5449948441153717,0.005034666407748474,43.64848310146578,45.74022765410251,4000.0,0.9997775920982261
beta_0__123,28.48740651812183,0.764368913130313,0.00855636377362996,26.971546200660878,29.969405118411157,4000.0,0.9997858818795988
beta_0__124,37.917490608381925,0.7406414492794623,0.0074734697133790485,36.33094986981434,39.276270155881235,4000.0,0.9997757903826492
beta_0__125,35.02707313193395,0.7790377026027431,0.007787798600534042,33.558159190222106,36.63661380914773,4000.0,1.0000331665845856
beta_0__126,44.32802693786385,0.6128928351124551,0.006705054081572165,43.121345048709436,45.56340207942721,4000.0,0.9997935653840628
beta_0__127,31.116981568858577,0.8308786972852322,0.008973509969823688,29.548518724094894,32.75845826196269,4000.0,0.9997504936220672
beta_0__128,31.848012226039597,0.7908300188766983,0.007376458837060969,30.26222306875366,33.3498798953397,4000.0,0.999752147978977
beta_0__129,28.4924703947228,0.7625837229707025,0.0076707190369843595,27.01664440582585,30.038877894868055,4000.0,0.9997543736410831
beta_0__130,39.851886955583964,0.6158724785843127,0.005929344044949569,38.710115980195056,41.09014692785122,4000.0,0.9997624420139066
beta_0__131,36.227944850401975,0.8230472825824057,0.008547460149759163,34.65947817562129,37.82520531162908,4000.0,1.000103668104952
beta_0__132,30.416639659788203,0.7194119554746038,0.007030375134749934,28.948666230138958,31.776767100086907,4000.0,0.9998045175634018
beta_0__133,35.12259298403943,0.6980451307783067,0.006203302329389532,33.72764205328191,36.4207961405491,4000.0,0.9999977423464512
beta_0__134,31.102223317948166,0.7304456475068657,0.007350849937226239,29.62082315721796,32.46455557684117,4000.0,0.9998129112893299
beta_0__135,40.73156123652437,0.620507521483985,0.006735811771088948,39.54311437390093,41.96198564492972,4000.0,0.9998569997457157
beta_0__136,32.821767659634915,0.806432046003956,0.007350560143626185,31.212141096750763,34.419960684921485,4000.0,0.9997642971257263
beta_0__137,38.11745609898032,0.6898700739172006,0.007411798125215642,36.7489850442377,39.45283080499809,4000.0,0.9997771820870348
beta_0__138,43.68543768296036,0.5982558309840036,0.006402703457953456,42.47239457199741,44.824597597978844,4000.0,0.9997888829106361
beta_0__139,34.78109216939284,0.7752688221669887,0.00829696896636389,33.316078595879695,36.28237119187713,4000.0,1.0001002560141323
beta_0__140,44.70705879589234,0.6041837305139962,0.006395357435130448,43.51732851488444,45.887190585097535,4000.0,0.9997501116345525
beta_0__141,31.00882010107385,0.718454770432772,0.006493485216576207,29.603179116741824,32.402319277311875,4000.0,1.0002223722926697
beta_0__142,44.98355130968036,0.6216307323367267,0.005375181680012816,43.748781713143856,46.20180302081381,4000.0,0.9997880750889362
beta_0__143,40.4396545018336,0.6584942165951363,0.007113485757238132,39.13654377138797,41.68253686656573,4000.0,0.9999693836120727
beta_0__144,35.7424727620224,0.7080292945371692,0.006654490539944729,34.36637267940018,37.146330470794915,4000.0,0.9998244448173147
beta_0__145,42.08596815027134,0.6233578484603315,0.006043041126201694,40.84094242165699,43.239550557824806,4000.0,1.0001985430654514
beta_0__146,39.06931709627453,0.6670903707808196,0.007122997987125371,37.76841206418094,40.35032064339591,4000.0,0.9998213604705067
beta_0__147,40.636184597022925,0.5729356953132666,0.005505599009214195,39.543930007355684,41.77771454901451,4000.0,0.9998244052965733
beta_0__148,31.944198983357914,0.7827648295995705,0.00902708010308762,30.403453644962006,33.4629802933803,4000.0,0.9997500126532365
beta_0__149,30.657834531003065,0.7125982279344633,0.006658394527048318,29.243350749348156,32.05223928590138,4000.0,0.9998915035519175
beta_0__150,45.07581050824473,0.576174529892166,0.005487160523179666,43.963398155415696,46.20000146728509,4000.0,0.9998197301514348
beta_0__151,36.31927535767625,0.6249162592055456,0.005895511368087579,35.085494266095104,37.55012443608284,4000.0,0.9998821110190718
beta_0__152,29.496389791503876,0.7611357758435388,0.007930130156796764,28.02407942243073,30.965393194241308,4000.0,0.9997573048467375
beta_0__153,35.66397176502539,0.7481135875024382,0.007531078012853548,34.25563458349411,37.16364774969658,4000.0,0.9997570055266318
beta_0__154,42.65717684572313,0.6073020565255339,0.005875010841167305,41.504914216894846,43.85016696999005,4000.0,0.9997896609809792
beta_0__155,32.85537892968849,0.7412716093908196,0.007260638972329331,31.407235992079126,34.30753636440269,4000.0,0.9997750182241399
beta_0__156,43.01352335072033,0.6834827672295304,0.007001549047188818,41.69769914114662,44.38493971364882,4000.0,0.999808093663928
beta_0__157,29.296890079763877,0.7634027039714987,0.00869512567818538,27.837787177258377,30.850553283814506,4000.0,0.9997503131379397
beta_0__158,41.224840436256734,0.7237426121767718,0.007074331941652967,39.848562194581866,42.68777978818247,4000.0,0.9998449315249222
beta_0__159,37.162397635096546,0.7668476062611341,0.008708327633392143,35.67392308124858,38.66511863999591,4000.0,0.9997797565149151
beta_round__0,2.652441691294544,1.151524943137539,0.010786489003279057,0.5179483658199117,4.994455975423585,4000.0,0.9999365342508751
beta_round__1,-2.1455061259780854,1.0897640156490338,0.010162776042652272,-4.220802265093163,-0.04391800617250774,4000.0,0.999897157284328
beta_round__2,2.8779875193244515,1.1222988389762785,0.011795945715022366,0.7667205862550532,5.063694769753459,4000.0,0.999773434549901
beta_round__3,5.916835784439791,1.2154663326927027,0.01287827312874669,3.604173167556783,8.337363677213865,4000.0,1.0000395518800516
beta_round__4,1.7746901273561546,1.1244253492858731,0.011657408625117046,-0.5147563185258606,3.8315873686853976,4000.0,0.9997886213443873
beta_round__5,1.6997847460156736,1.3243562493790215,0.01181595752452958,-0.8167436906582217,4.3436388523593354,4000.0,0.9997919082948125
beta_round__6,1.0014577810259224,0.9157271864190564,0.008882396341667858,-0.7883858560792678,2.7624093591717567,4000.0,0.9997536928301842
beta_round__7,-0.06605175248899861,1.149054571679963,0.010433924233147648,-2.3857365119917353,2.0798610524318275,4000.0,0.9998407600981069
beta_round__8,0.465326323587782,1.0859764116808146,0.01080426935011201,-1.6541985495193994,2.618729583053977,4000.0,0.9997926618986563
beta_round__9,-4.109546863742204,1.1385437542436625,0.01180018272738912,-6.279286018990193,-1.8058188709801013,4000.0,0.9997838845435221
beta_round__10,-3.3057171056149026,1.0737668321382856,0.011665330461480754,-5.496549505497928,-1.3193502460942494,4000.0,0.9999493322634634
beta_round__11,1.091336885108348,0.8856455733153472,0.009980202064020376,-0.6791197717888011,2.7651889341939992,4000.0,0.9997827982820827
beta_round__12,0.45039285482539876,1.24375911370205,0.013035646929174596,-1.838319978372573,3.0247944968685254,4000.0,0.9999235556812871
beta_round__13,0.4611589521485665,1.1465308576632554,0.012678415429780243,-1.955586991354322,2.5809390784747066,4000.0,1.0000853002885641
beta_round__14,-1.475863949581935,1.036563263226263,0.009832795560629215,-3.3815678778338585,0.6633401186488534,4000.0,0.9997982971697453
beta_round__15,0.9936146760588944,1.1212250013308005,0.010929749613741432,-1.117444481334569,3.249767214693138,4000.0,0.9997521034089186
beta_round__16,8.615984169756521,1.0342640236806109,0.01070083870651304,6.561142483659934,10.583875839315068,4000.0,0.9997679897544568
beta_round__17,4.888599532927607,1.1027243151992376,0.011937659111051076,2.759346476009685,7.007896762916035,4000.0,1.0001477935314447
beta_round__18,0.7213765754696775,1.1143188945680713,0.011371218955787642,-1.42259525658468,2.887678597194847,4000.0,1.0003060134060433
beta_round__19,0.2260729035279763,1.2318434616366931,0.01244548548919393,-2.246508792159035,2.6627056527367343,4000.0,0.999789514143111
beta_round__20,-1.0985124563880964,1.0262989227420947,0.01071725607490938,-3.101461001042078,0.8962008321752533,4000.0,0.9997542136724361
beta_round__21,-1.3475748070319085,1.1399016356573506,0.012052097434837254,-3.5698524075443747,0.9148269323865245,4000.0,0.9998864644876724
beta_round__22,2.2220507711500153,1.02942395159084,0.00951396941170879,0.22067150478507158,4.270254505469632,4000.0,0.9998388767771822
beta_round__23,-0.42577095589981345,1.1953638204478798,0.011225838469891137,-2.661170295548908,1.9105205652759998,4000.0,0.9997988934962432
beta_round__24,3.0039381780159835,1.019529929917093,0.011294945439945867,0.8488566145298595,4.925910327640767,4000.0,0.9997923422115159
beta_round__25,2.2246848218986353,1.1226969567033256,0.010845666526273645,-0.03727661148278261,4.350722185192873,4000.0,0.9998760076743548
beta_round__26,1.5728749840725216,1.0007420053782436,0.009293297503491189,-0.3782912031691101,3.5566483123877695,4000.0,1.0000042665268138
beta_round__27,1.7287452086396176,0.9688175118146853,0.009205493462561097,-0.15944054477507882,3.643508029286592,4000.0,0.9997518247462993
beta_round__28,2.7642266594404106,0.925265804822103,0.009442484804020221,0.9660738833585099,4.512619955796843,4000.0,0.9997598944497393
beta_round__29,1.4019949730313392,0.5758268109845822,0.005882425332834506,0.19747165217148716,2.479470739369411,4000.0,0.9997855397437451
beta_round__30,-1.2391284913761849,1.3581474032974492,0.01179809434569485,-3.9015371015173588,1.3807988340357549,4000.0,0.9997567168836986
beta_round__31,1.6037470191873728,1.158477022324265,0.013565146984472778,-0.5812177634457593,3.950943559532565,4000.0,1.0000147161854347
beta_round__32,3.477718838536265,1.1618740739051105,0.013284065733589076,1.3019800516183495,5.832032920391032,4000.0,0.9997519698225701
beta_round__33,2.2672232346573833,1.1024412893716646,0.012511114592909201,0.09823838121069206,4.439353101883199,4000.0,0.9997500871069085
beta_round__34,-1.34852381774407,1.0624961659168213,0.011013162237229758,-3.39074217687619,0.7215513159983521,4000.0,0.9997578901338695
beta_round__35,0.9401268425641035,0.9668839913006438,0.008663978073674597,-1.0005139708409687,2.754529733451691,4000.0,0.999749980060883
beta_round__36,-1.8583927780262461,1.2213862384718832,0.013236829152374577,-4.234063297961323,0.5952277976532536,4000.0,0.9997641385716604
beta_round__37,-1.7207154970777165,1.2141922116113086,0.012805221739348158,-4.057973431420502,0.5795259100668024,4000.0,0.9999310281288858
beta_round__38,-1.2402680797220327,1.1587490700370375,0.01256720145879417,-3.4978429063751437,1.0708924706055403,4000.0,0.999784155615002
beta_round__39,-3.565399560039507,1.1300543325942722,0.010101614043939104,-5.8722591755206235,-1.543277228445388,4000.0,0.9998267787813214
beta_round__40,-4.006115502273757,1.223556477613945,0.0110267163130116,-6.358266070339552,-1.5975412599552072,4000.0,0.9998626393521243
beta_round__41,2.6047048731853137,0.9618416160210668,0.010347303345234074,0.8042247795969911,4.552888527378843,4000.0,0.99995375246353
beta_round__42,-0.9802471780150628,1.1151447623161448,0.011054984916337112,-3.1144903267693356,1.2257711878815314,4000.0,0.9998206653603031
beta_round__43,4.827099209393942,1.0457646550678545,0.010661412152895684,2.7885580868432855,6.840484352114581,4000.0,0.9998905450232611
beta_round__44,1.0345768704631935,1.159890590916793,0.012355043746979776,-1.2689181533081955,3.260541572366226,4000.0,0.9997998800680622
beta_round__45,-2.3903425800881934,0.9596056037040593,0.009461805664930708,-4.184481952234135,-0.41258160675681543,4000.0,0.9997505806344508
beta_round__46,0.06889483465299782,1.1405406109065757,0.01172547190972438,-2.097784158264118,2.3393156616468067,4000.0,1.0000021471640166
beta_round__47,-1.4689999277676882,1.0705214186983736,0.010532085666809113,-3.5734147986370615,0.6333398322551029,4000.0,0.9998675764214514
beta_round__48,3.520487510941504,1.170434049525035,0.010392368411706678,1.1519137788300724,5.698209047795404,4000.0,0.9999808242641631
beta_round__49,-1.748501959893215,1.1256520432958799,0.010644777616800936,-3.998977257178754,0.30886058664659993,4000.0,0.9998029472987144
beta_round__50,1.4277472477042477,1.170859063952169,0.010899466021654253,-0.8912933422181258,3.6488110216376777,4000.0,0.9997509765565035
beta_round__51,-8.766879183884678,0.9494189924931833,0.010485492617596324,-10.668383231333888,-6.984151740150207,4000.0,0.9998525350577752
beta_round__52,0.5818384869414058,1.1182139636139152,0.011902836553782882,-1.6933319464095171,2.737510515612409,4000.0,0.999869072683531
beta_round__53,-1.1004311294401283,1.084555919212908,0.010478729063533383,-3.124650673472103,1.1696655626611558,4000.0,0.9998054783619617
beta_round__54,-3.1361090679835644,1.0729593616137358,0.011113297025947754,-5.342484036097986,-1.1061426728673993,4000.0,0.9998301153402366
beta_round__55,-0.4775374775226416,1.158615923542711,0.013183234426796992,-2.5199650552134245,1.9420628488518008,4000.0,0.9999666342836849
beta_round__56,-1.978751841332647,1.0553481578093515,0.010274164338705398,-3.9807171561956327,0.06603821505340586,4000.0,0.9998740440395816
beta_round__57,-0.606202481500566,0.9702753069190786,0.009233726384624878,-2.4829590937927697,1.2574533764944398,4000.0,0.9998175330953738
beta_round__58,2.5406324073083306,0.9724260496782653,0.010012852757905364,0.5966478064092843,4.459688199795813,4000.0,0.9997800100947299
beta_round__59,0.22724255160323087,1.0557798930796367,0.01102895859720839,-1.8383242600220493,2.2335510117438,4000.0,0.9997844296960823
beta_round__60,-0.7470883155032924,1.1405835885313864,0.010684613281940153,-3.018589076313372,1.385582859831187,4000.0,0.999805262430233
beta_round__61,-0.23667899624508007,1.1807927599432382,0.011812818365855677,-2.5489978897901007,2.0288797202390354,4000.0,0.9998177607050376
beta_round__62,-4.470240652662396,1.133827327778641,0.009670521776406336,-6.8641397900353525,-2.3353786795063924,4000.0,0.9999924044392914
beta_round__63,2.8599300048501193,1.0314627868975748,0.009023424667505007,0.93283373305965,5.0367113053558645,4000.0,0.9997515495734958
beta_round__64,-2.509758938262962,1.0627696469783705,0.009306578954738142,-4.546638027728422,-0.35914948533205215,4000.0,0.9997830604529111
beta_round__65,2.7308642596949553,1.1666972090948333,0.01107521202444833,0.4342271347324793,4.954087826511343,4000.0,0.9999998372600601
beta_round__66,-7.607399324595945,1.0729723267538964,0.011301074049917965,-9.816709495335301,-5.617503699426718,4000.0,0.9997504182339239
beta_round__67,-1.0076688114813932,1.0905676111498157,0.01225491505556855,-3.072577838914386,1.2194878334532198,4000.0,0.9997537991733937
beta_round__68,2.4951980236011773,0.7244362493561434,0.0075362128851982875,1.0850935541074176,3.9102342875406224,4000.0,0.9997499701010435
beta_round__69,-3.9470338185253024,1.1485907846689827,0.010380166770591963,-6.148320362972231,-1.708792565253422,4000.0,0.9997551770324322
beta_round__70,0.4312502266145017,1.0597137043294573,0.010352502646314115,-1.604823992011454,2.4841377280783425,4000.0,0.999754345758936
beta_round__71,-0.8422511022190137,1.069740324317073,0.01106540743952883,-2.8970298440577915,1.2230370712876888,4000.0,0.9997757474784262
beta_round__72,-2.8496160918875497,1.1339153981073904,0.011670400588495462,-4.998077104176796,-0.5681150180127608,4000.0,0.9999415932293199
beta_round__73,-3.3714340879611266,1.092274704259452,0.010643472483555223,-5.471197070544513,-1.214102131113088,4000.0,1.0001628113573588
beta_round__74,-1.3076192040996895,0.7845972853551412,0.008085729181075156,-2.8727541005109725,0.13012018153913982,4000.0,0.9998322701522021
beta_round__75,1.758630007058664,1.1273775399617583,0.009759347383185978,-0.39461195070201877,4.0510366495514,4000.0,0.9998973643882159
beta_round__76,4.493798029268044,0.9393869294643719,0.008678399589251994,2.773485970636839,6.444678169913943,4000.0,0.999770723675111
beta_round__77,1.9157727143318128,1.084798998330577,0.010430347653546128,-0.19866021633614672,4.038066174866919,4000.0,0.9997533590207485
beta_round__78,-0.9139294695608363,1.1767904318403946,0.010984925160614768,-3.1471277352458435,1.4342696002769195,4000.0,0.9999052584063642
beta_round__79,3.574528047216701,1.0100896682050953,0.011545139569503647,1.4717526626929804,5.440200156248455,4000.0,0.9997510420787341
beta_round__80,-0.8823097715007546,1.1438049143881273,0.011008508103090165,-3.3431642812741424,1.1200061403410697,4000.0,0.9997577013730566
beta_round__81,1.9718874116870537,0.8225435632435734,0.008835356327142304,0.3772233774806095,3.614928627063377,4000.0,0.9998783218461816
beta_round__82,5.376141199347869,1.1765511012209762,0.011946370551118976,3.0732694380558985,7.694584170071609,4000.0,0.9998892419441487
beta_round__83,-2.2027501433978243,0.9330963153070084,0.009886783511252786,-4.099833165513101,-0.4379102814745435,4000.0,0.9997873718798336
beta_round__84,0.47723130623861065,1.1430184174418518,0.012002144441885455,-1.7306105035073809,2.686078321975654,4000.0,0.999794065886716
beta_round__85,4.10716558648094,1.0644284064654288,0.012111098078679747,2.053650938685659,6.198860430680582,4000.0,0.9997530206929313
beta_round__86,5.933080834133993,1.0018325250284204,0.011332378557484804,3.9487221422608907,7.989786997536628,4000.0,0.9997502175630522
beta_round__87,1.405599602326372,0.7791919705952222,0.008039390829954682,-0.049499190114831254,2.9682330599991418,4000.0,0.9997587098490271
beta_round__88,0.46800553911104775,0.9688913777156722,0.009717665976841035,-1.4750430962841383,2.2830045224768134,4000.0,0.9999136386962438
beta_round__89,1.765826944904994,0.8985274888580178,0.009438616995712622,-0.08190406109956437,3.472335254220926,4000.0,0.999816779715692
beta_round__90,1.7610826368741266,0.9159548302967139,0.008450899440362031,-0.10282306395112384,3.4648171872425197,4000.0,0.9998773067199206
beta_round__91,-0.9732801295709966,0.9593899339384084,0.00972425892230754,-2.8139580143764955,0.9779220625948001,4000.0,0.9998664030500793
beta_round__92,-0.7774993369024493,0.8131330758374913,0.008155956237649446,-2.4180218195248893,0.8091754636268362,4000.0,0.9997500190980335
beta_round__93,-1.792333613912499,0.7806966798101649,0.007641210672765737,-3.3382390491846445,-0.3046651504848699,4000.0,0.9998413781895915
beta_round__94,0.3850311444894885,0.8495549872689191,0.008127509522084653,-1.2235292160016975,2.1020376627617248,4000.0,0.999775195757705
beta_round__95,0.8813147889560158,0.7867180343839102,0.008098501367914505,-0.5910752797461427,2.4688137537317494,4000.0,0.9997866685510469
beta_round__96,-1.3583866436110674,1.088860478091871,0.011338590084033085,-3.4518739728892034,0.8215716193587965,4000.0,0.9997656022782236
beta_round__97,1.7057018606972507,0.8424387514212608,0.008459571851967546,0.04690173533210096,3.3267323269820044,4000.0,0.9998733303056453
beta_round__98,4.908868816361437,1.1035086420302564,0.013346816590968277,2.7116982834038033,7.015518168231386,4000.0,0.9999834008479738
beta_round__99,-0.7644841598801518,1.0961803475830216,0.010157080121681419,-2.892880659857865,1.3621591734167686,4000.0,0.9997586643085179
beta_round__100,1.2569463495148017,0.8508561518973375,0.007696075880831228,-0.5464127246851034,2.8264422798775413,4000.0,1.0000002761639384
beta_round__101,1.1264947000551624,1.1574762828222604,0.011882209579669742,-1.0522353149500194,3.411850498129017,4000.0,0.9997556193136337
