"","X","X.1","X.2","par1","par2","par3","id","lambda","beta","tau"
"119","cv",7,105.749650945203,2.16688566482439,-2.30013035565845,-0.848207991463364,15,8.73105023828116,0.100245775267007,0.428181549843217
"120","cv",8,103.679402841425,2.1083915048524,-0.448475346676564,-0.486553239233055,15,8.23498469298395,0.638601054983967,0.614741614038995
"121","cv",1,104.221974897855,-0.419491090403626,-2.83619103616009,-1.38887250701812,16,0.657381282345305,0.0586486315778926,0.249356293666415
"122","cv",2,103.416229964378,-0.441407751833576,-2.88358097068747,-1.27284538669874,16,0.64313041549561,0.0559341053825278,0.280033682977768
"123","cv",3,104.373848407165,-0.137635163718495,-2.56208094567266,-1.18123622851002,16,0.871416558134389,0.0771440407398647,0.306899106568269
"124","cv",4,104.360333637052,-0.475314540524339,-2.95112398678921,-1.44459802008811,16,0.621689479173385,0.0522809098595988,0.235840860792349
"125","cv",5,103.358738008102,-0.200541673718264,-2.69031172759135,-1.09852039525552,16,0.818287388237087,0.0678597823078241,0.333363965878306
"126","cv",6,102.832835072499,-0.448318786706296,-2.96709724388642,-1.14610903707238,16,0.63870104217294,0.0514524476795867,0.317871191297803
"127","cv",7,104.82276596821,0.152197071032331,-1.78564701841997,-0.819859716333773,16,1.16438968129943,0.167688528326008,0.440493444207157
"128","cv",8,106.642747133487,-0.735609716898668,-2.14217629826319,-1.6233352174837,16,0.479213185504645,0.117399069412038,0.197239763340251
"129","cv",1,104.679909371555,-0.0414092376098335,-3.25525576655698,-1.05643297057117,17,0.959436412131742,0.0385709542415117,0.347693835124043
"130","cv",2,103.406373522034,0.0474374608289736,-3.45947721885124,-0.890195226839199,17,1.04858062170783,0.0314461972010885,0.410575589552995
"131","cv",3,108.643818757917,2.25435514180204,-4.9999999965572,-0.983310394134761,17,9.52914638024784,0.00673794702228287,0.374070725386314
"132","cv",4,103.649811515116,0.0778604675425851,-3.36878381076118,-0.945484782245151,17,1.08097181749262,0.0344314870937864,0.388491191611884
"133","cv",5,103.240175834859,0.1314500145493,-3.15326974755338,-0.907207753080778,17,1.14048089884583,0.0427122400519756,0.403649741688437
"134","cv",6,103.607965582984,2.00885953868819,-4.99999999469602,-0.566956471576042,17,7.45481057437156,0.00673794703482341,0.567249253355491
"135","cv",7,102.803985554603,0.0830893543783005,-3.33321893495248,-0.785492579255828,17,1.08663890015375,0.0356780746277714,0.455895082008428
"136","cv",8,103.146365226324,0.0318120993594294,-3.59254303554659,-0.85834643560873,17,1.0323235128307,0.0275282360519705,0.423862386908604
"137","cv",1,20.9130840276474,0.290938675886536,-1.90917708751147,-4.99999957313219,18,1.33768254923828,0.14820229394756,0.00673794987529876
"138","cv",2,19.733580524112,0.30380065510838,-1.87641521555746,-4.99999998256751,18,1.35499891705288,0.153138090009969,0.00673794711654466
"139","cv",3,4.54531994311257,0.322124823874611,-1.89711323251197,-4.9999999609929,18,1.38005702927194,0.150001012859506,0.00673794726191324
"140","cv",4,21.8404784146758,0.313439597369518,-1.89748332294257,-4.99999984715017,18,1.3681228220487,0.149945509191388,0.0067379480289796
"141","cv",5,17.0687165114878,0.311186913289874,-1.91402160126314,-4.99999999256464,18,1.3650443422715,0.147486062194579,0.00673794704918453
"142","cv",6,16.9306968150756,0.310957257280145,-1.9009361559723,-4.99999986939683,18,1.3647308876295,0.149428665186106,0.00673794787908276
"143","cv",7,4.38148102012598,0.310935041221739,-1.90019716611025,-4.99999994245468,18,1.36470056902517,0.149539132266777,0.00673794738682279
"144","cv",8,12.5365756463574,0.32555166418008,-1.89572452712182,-4.99999957581379,18,1.38479437675436,0.150209464780245,0.00673794985723027
"145","cv",1,103.788410904365,-2.13605367892389,-1.45653358296015,-0.652710335296018,19,0.118120064160737,0.233042699404367,0.520632773387566
"146","cv",2,105.315362516188,-0.885008555932627,-1.29561698385266,-0.86079795219447,19,0.412710642139495,0.273728925893378,0.422824553889231
"147","cv",3,104.482673878015,-0.89814121525975,-1.0411224044855,-0.425154362919914,19,0.407326088020852,0.353058185394715,0.653668875105446
"148","cv",4,103.657920072432,-2.32229067734643,-1.2433367086661,-0.408165252990759,19,0.098048730162021,0.288420236268602,0.66486899815319
"149","cv",5,103.442283199021,-2.39988979757531,-1.2066311520589,-0.266882350757314,19,0.0907279511787136,0.299203554763333,0.765763157621557
"150","cv",6,103.880599780544,-1.30554999552695,3.98383573961247,4.99999926511227,19,0.271023432370954,53.7227058348164,148.413050035607
"151","cv",7,104.669558079745,-0.754225055696821,-1.33717607033423,-0.762480155213848,19,0.470374987945095,0.26258614736961,0.466507978842068
"152","cv",8,104.390840316703,4.1814364532008,-0.0838905359900994,-0.0845246180983767,19,65.4598156732631,0.919531906235928,0.918949032320684
"153","cv",1,104.026311788067,-0.481945886458863,-4.99999894849822,-0.309411142272019,20,0.617580480327201,0.00673795408405245,0.733878979320112
"154","cv",2,104.084615253807,-0.798684881812742,-3.39434216387308,-0.529559068705151,20,0.449920273545662,0.0335626256193017,0.58886456125661
"155","cv",3,103.749865268274,1.66611801996174,4.78197111226287,4.99953244224571,20,5.29158604265958,119.339349618933,148.343783598991
"156","cv",4,104.313153618567,-1.01970642115639,-4.88942863684219,-0.581777740473923,20,0.360700818759722,0.00752572116662987,0.558903896794363
"157","cv",5,109.588653118785,1.43153594107967,4.62344580514728,3.97464389685335,20,4.18512235921221,101.844364028966,53.2311577474543
"158","cv",6,104.039843177015,4.99999566402469,4.99705491052008,1.68751784936802,20,148.412515588178,147.976712072263,5.4060454187742
"159","cv",7,104.11590055097,-1.01938073986814,-4.99999695400709,-0.411375210117904,20,0.360818311398587,0.00673796752285551,0.662738218858639
"160","cv",8,104.149774341238,-1.08380512625153,-4.99999991854178,-0.446416050834571,20,0.338305777179464,0.00673794754794666,0.639917478468679
"161","cv",1,103.742013990481,-0.925519014406657,-3.05880481740505,-1.6756452608596,21,0.396325666954577,0.0469437680792106,0.187187355830633
