"","X","X.1","X.2","par1","par2","par3","id","r2"
"1","cv",1,104.652748487752,1.20485735559957,-1.38609231565051,-3.29027444364962,1,-0.00654667505786533
"2","cv",2,98.2710970401665,1.17140585891658,-1.51310926308221,-3.03417800349713,1,0.0548318375828913
"3","cv",3,103.534623700894,1.34372191415245,-1.34990745527415,-3.43111165538332,1,0.00420741217610188
"4","cv",4,100.412339090286,1.15994349396117,-1.54680430966617,-3.05272137642993,1,0.0342374423358892
"5","cv",5,99.0361568289512,1.27299683309742,-1.41559750489358,-3.21019500467033,1,0.047473517827803
"6","cv",6,97.430535901811,1.39421158626351,-1.46053110704602,-3.31163799711588,1,0.0629163268220211
"7","cv",7,94.8050068770289,1.3350467770354,-1.44234958614173,-3.24658426488291,1,0.0881685781804422
"8","cv",8,101.725452035297,1.19903100102974,-1.54093697545049,-3.08788889709587,1,0.0216079654432594
"9","cv",1,98.3394561967361,1.04418274426952,-0.231413177980847,-2.43528507574491,2,0.0541743614750092
"10","cv",2,98.199758009434,2.34273915116386,-0.0416595708685311,-4.48276633865073,2,0.0555179740219552
"11","cv",3,101.861738685777,-0.57616326637734,0.635601473414415,-0.249804298700195,2,0.0202971649446803
"12","cv",4,98.5966571713903,0.255083956701491,-0.539111501573954,-1.92872711897688,2,0.0517006110040397
"13","cv",5,98.3874006022439,1.44653578534789,-0.206057641485781,-3.03470231965794,2,0.0537132337679127
"14","cv",6,98.486221505065,0.59621850914247,-0.355719045119597,-2.0043754900025,2,0.0527627775916716
"15","cv",7,98.2369604905261,1.64317235977736,-0.158194454321131,-3.32711520867367,2,0.055160161788753
"16","cv",8,105.125372553657,-0.330815690500087,-1.04214985573977,-2.99588760968497,2,-0.0110923576984381
"17","cv",1,100.18351544951,2.16525759319533,-1.2250829505119,-4.99062726284461,3,0.0364382605477938
"18","cv",2,103.000084037689,-4.99999875128485,-1.78810173081779,-2.44099590778537,3,0.00934859698453061
"19","cv",3,99.1381425024325,2.16136318847983,-1.20985553439257,-4.99998283477108,3,0.0464926229919818
"20","cv",4,101.753453913691,2.03764876106449,-1.23108061930118,-4.96014969463141,3,0.0213386443026287
"21","cv",5,101.205744356286,-4.99999782858426,-1.82935320827432,-2.38726908645241,3,0.0266064967180665
"22","cv",6,100.820701086547,-4.99999621894429,-1.7454042068439,-2.28732080986834,3,0.0303098301566007
"23","cv",7,100.118489786848,2.15840828287877,-1.21373889401468,-4.99474835816744,3,0.0370636752214804
"24","cv",8,98.2409909786678,1.6283138497514,-1.09707805533403,-3.77219545390963,3,0.0551213966870572
"25","cv",1,100.884636669322,-0.594863031975999,-0.629359506276268,-1.06950783208276,4,0.0296948998352284
"26","cv",2,98.5599349231303,-0.652645368905157,-0.480036767758052,-0.786296153109027,4,0.0520538043737397
"27","cv",3,98.8637115462382,-0.452636641804132,-0.553419032323871,-0.933549728698847,4,0.0491320908557679
