"","X","X.1","X.2","par1","par2","par3","id"
"1","cv",1,112.17405022788,-2.12835090041533,-0.608571911185671,1.94365335054806,1
"2","cv",2,75.284176637743,-2.12272048705633,0.295953004392357,2.11945762010985,1
"3","cv",3,85.1259390217959,-2.08216815207071,3.13700668280944,2.04378295786366,1
"4","cv",4,94.3521332709606,-2.1235083759866,0.110448380637243,1.97897438962013,1
"5","cv",5,93.4859792183244,-2.07055613544282,3.74535404569592,1.91937543204089,1
"6","cv",6,97.8886390397573,-2.10254633666826,1.77528646791731,1.89859412272286,1
"7","cv",7,103.553096046838,-2.07132057400558,3.63415096761279,1.91285845416744,1
"8","cv",8,73.4514661978438,-2.10243665109282,2.01039976144778,2.1986865857796,1
"9","cv",1,68.1917003742078,-2.1136792881105,1.05180385633425,0.729317442573766,2
"10","cv",2,112.105410009926,-2.08791768170786,2.9857850285438,-0.00421937173014811,2
"11","cv",3,65.3468492529099,-2.05992964937104,4.49776877740932,0.693595888163985,2
"12","cv",4,46.7116561310184,-2.09935294334969,2.08859785782217,0.604159878425989,2
"13","cv",5,69.6273441705792,-2.1095503784661,1.61682655870595,0.231040899313596,2
"14","cv",6,52.9315186346208,-2.10972911705211,1.81976992497258,0.475250617899148,2
"15","cv",7,90.1528731340519,-2.09273929490492,2.58076266386804,0.509933910011904,2
"16","cv",8,96.0244198431645,-2.09939953812207,2.08102532606577,0.324143007458649,2
"17","cv",1,102.240213578619,-2.16162664588351,-0.837884302997254,3.3270110619599,3
"18","cv",2,103.296287870483,-3.71782496389423,-0.820373205222692,3.23139687409348,3
"19","cv",3,99.5025611330348,-2.1658464964937,-0.835991497042333,3.47208685053568,3
"20","cv",4,105.813983916964,-4.49763596971761,-0.884962065410601,2.9312327012929,3
"21","cv",5,100.966488199431,-2.16792305822529,-0.839482530251862,3.21315747301318,3
"22","cv",6,105.500686742497,-2.16589331121902,-0.898587480798637,2.92260720796373,3
"23","cv",7,101.174128431609,-3.48917672526125,-0.833813613955106,3.20229423421325,3
"24","cv",8,114.28029015976,-0.214271695994883,4.72438544340855,3.33887943114713,3
"25","cv",1,114.32545432617,-2.10184249536442,2.4126048612059,1.99079577904809,4
